trait,blue,GID
DAYSMT,143.9075336,GID7170918
DAYSMT,148.5072334,GID7170962
DAYSMT,148.1631292,GID7170965
DAYSMT,150.6298716,GID7170971
DAYSMT,150.4614143,GID7170972
DAYSMT,150.4107001,GID7170988
DAYSMT,145.4614143,GID7170999
DAYSMT,144.739747,GID7171030
DAYSMT,149.8576023,GID7171077
DAYSMT,148.6921455,GID7171094
DAYSMT,145.270842,GID7171098
DAYSMT,146.1213951,GID7171118
DAYSMT,150.4553943,GID7171128
DAYSMT,145.2211158,GID7171129
DAYSMT,146.3861051,GID7171132
DAYSMT,145.9240457,GID7171133
DAYSMT,144.6333449,GID7171143
DAYSMT,149.3621316,GID7171162
DAYSMT,147.5466839,GID7171164
DAYSMT,152.6017519,GID7171172
DAYSMT,147.5886381,GID7171238
DAYSMT,147.1579273,GID7171242
DAYSMT,147.8664355,GID7171285
DAYSMT,148.6823167,GID7171325
DAYSMT,151.6823167,GID7171329
DAYSMT,151.033119,GID7171391
DAYSMT,148.6571995,GID7173426
DAYSMT,145.5818435,GID7173448
DAYSMT,146.6032445,GID7173452
DAYSMT,146.8694998,GID7173465
DAYSMT,150.3839259,GID7173466
DAYSMT,147.5587201,GID7173468
DAYSMT,147.8914908,GID7173471
DAYSMT,146.3690682,GID7173472
DAYSMT,148.6958544,GID7173484
DAYSMT,147.1958544,GID7173488
DAYSMT,144.1809356,GID7173494
DAYSMT,142.7252631,GID7173499
DAYSMT,144.1370415,GID7173500
DAYSMT,144.6370415,GID7173511
DAYSMT,143.6633681,GID7173515
DAYSMT,149.3939563,GID7173519
DAYSMT,152.7568223,GID7173521
DAYSMT,149.45653,GID7173528
DAYSMT,148.0010544,GID7173534
DAYSMT,148.7817359,GID7173536
DAYSMT,152.3552678,GID7173680
DAYSMT,148.5451235,GID7173690
DAYSMT,147.8673923,GID7173707
DAYSMT,152.3898854,GID7173722
DAYSMT,149.1775417,GID7173723
DAYSMT,151.8605846,GID7173767
DAYSMT,150.7568223,GID7173782
DAYSMT,150.3060045,GID7173803
DAYSMT,147.5696506,GID7173821
DAYSMT,146.7125008,GID7173823
DAYSMT,148.2356242,GID7173831
DAYSMT,148.5922867,GID7173851
DAYSMT,146.8013527,GID7173922
DAYSMT,146.9017138,GID7173958
DAYSMT,146.3814862,GID7173972
DAYSMT,150.9258137,GID7174031
DAYSMT,146.4498742,GID7174093
DAYSMT,148.308138,GID7174094
DAYSMT,151.2542379,GID7174103
DAYSMT,148.5869137,GID7174104
DAYSMT,147.6926293,GID7174105
DAYSMT,145.3163779,GID7174107
DAYSMT,146.8596168,GID7174109
DAYSMT,146.5787938,GID7174113
DAYSMT,150.0984958,GID7174115
DAYSMT,147.6460051,GID7174116
DAYSMT,150.1491241,GID7174117
DAYSMT,148.6642442,GID7174130
DAYSMT,148.508846,GID7174131
DAYSMT,147.3298621,GID7174140
DAYSMT,147.8298621,GID7174156
DAYSMT,150.7842034,GID7174159
DAYSMT,148.7810845,GID7174162
DAYSMT,147.2936141,GID7174165
DAYSMT,145.410114,GID7174167
DAYSMT,152.1279962,GID7174195
DAYSMT,148.8904121,GID7174199
DAYSMT,151.5997757,GID7174267
DAYSMT,151.002766,GID7174269
DAYSMT,151.5997757,GID7174270
DAYSMT,150.7237671,GID7174271
DAYSMT,150.646468,GID7174281
DAYSMT,146.8571014,GID7174288
DAYSMT,145.5240889,GID7174310
DAYSMT,148.4855515,GID7174312
DAYSMT,150.1541514,GID7174313
DAYSMT,149.0086406,GID7174314
DAYSMT,150.5822953,GID7174317
DAYSMT,150.3631182,GID7174319
DAYSMT,147.6644811,GID7174320
DAYSMT,151.6751113,GID7174321
DAYSMT,150.2692447,GID7174323
DAYSMT,150.6554093,GID7174330
DAYSMT,149.2375952,GID7174332
DAYSMT,151.9586649,GID7174333
DAYSMT,145.2995846,GID7174339
DAYSMT,147.6441864,GID7174342
DAYSMT,146.0620006,GID7174343
DAYSMT,148.0102019,GID7174347
DAYSMT,144.1004396,GID7174348
DAYSMT,149.1660425,GID7174349
DAYSMT,149.1974493,GID7174351
DAYSMT,148.8514759,GID7174357
DAYSMT,148.7241053,GID7174390
DAYSMT,146.6164289,GID7174393
DAYSMT,152.2571464,GID7174396
DAYSMT,149.1227737,GID7174397
DAYSMT,146.8239027,GID7174398
DAYSMT,148.4667618,GID7174399
DAYSMT,151.911346,GID7174404
DAYSMT,150.8408717,GID7174406
DAYSMT,152.1103744,GID7174412
DAYSMT,148.6776991,GID7174413
DAYSMT,149.7185036,GID7174417
DAYSMT,149.4329622,GID7174418
DAYSMT,148.8691069,GID7174419
DAYSMT,150.1127346,GID7174420
DAYSMT,149.5061802,GID7174421
DAYSMT,149.4068356,GID7174422
DAYSMT,148.6413079,GID7174424
DAYSMT,145.5014501,GID7174434
DAYSMT,148.9280573,GID7174454
DAYSMT,148.3040814,GID7174485
DAYSMT,148.6403381,GID7174488
DAYSMT,147.0052103,GID7174504
DAYSMT,148.1636918,GID7174508
DAYSMT,147.4264828,GID7174519
DAYSMT,147.1922652,GID7174520
DAYSMT,151.9818987,GID7174521
DAYSMT,149.6722515,GID7174522
DAYSMT,150.5780572,GID7174523
DAYSMT,149.0780572,GID7174524
DAYSMT,148.9964974,GID7174529
DAYSMT,147.5436142,GID7174530
DAYSMT,147.7854365,GID7174532
DAYSMT,147.246193,GID7174533
DAYSMT,148.2506366,GID7174534
DAYSMT,147.7032231,GID7174535
DAYSMT,149.9006979,GID7174537
DAYSMT,148.9352428,GID7174540
DAYSMT,147.7013862,GID7174550
DAYSMT,151.0803996,GID7174559
DAYSMT,149.5803996,GID7174560
DAYSMT,149.9644033,GID7174561
DAYSMT,152.2788564,GID7174562
DAYSMT,148.7369401,GID7174563
DAYSMT,151.2369401,GID7174564
DAYSMT,149.4504859,GID7174565
DAYSMT,150.1843425,GID7174566
DAYSMT,151.6653487,GID7174568
DAYSMT,150.8004245,GID7174569
DAYSMT,151.6653487,GID7174570
DAYSMT,149.7976423,GID7174571
DAYSMT,149.6796104,GID7174572
DAYSMT,146.0251055,GID7174577
DAYSMT,145.9821356,GID7174585
DAYSMT,149.060333,GID7174586
DAYSMT,148.5132162,GID7174587
DAYSMT,150.060333,GID7174590
DAYSMT,150.1248546,GID7174591
DAYSMT,150.1322751,GID7174593
DAYSMT,152.8989819,GID7174610
DAYSMT,146.9150898,GID7174640
DAYSMT,150.988702,GID7174650
DAYSMT,150.8734406,GID7174651
DAYSMT,150.8041184,GID7174653
DAYSMT,148.7912272,GID7174656
DAYSMT,148.1486501,GID7174657
DAYSMT,147.9027304,GID7174658
DAYSMT,148.6301936,GID7174659
DAYSMT,151.4446467,GID7174665
DAYSMT,146.9358943,GID7174669
DAYSMT,147.2626709,GID7174701
DAYSMT,146.2985894,GID7174702
DAYSMT,145.606135,GID7174704
DAYSMT,146.5252773,GID7174707
DAYSMT,148.0511594,GID7174708
DAYSMT,147.4347765,GID7174709
DAYSMT,146.0956365,GID7174718
DAYSMT,143.455513,GID7174754
DAYSMT,145.455513,GID7174766
DAYSMT,150.939879,GID7174775
DAYSMT,144.5872237,GID7174798
DAYSMT,146.3697837,GID7174801
DAYSMT,147.3887775,GID7174803
DAYSMT,146.314869,GID7174804
DAYSMT,145.2818603,GID7175758
DAYSMT,145.7471962,GID7175794
DAYSMT,148.1292846,GID7175808
DAYSMT,145.7283727,GID7175809
DAYSMT,146.9162109,GID7175811
DAYSMT,141.0848074,GID7175819
DAYSMT,147.4162109,GID7175837
DAYSMT,148.068511,GID7175851
DAYSMT,149.2112458,GID7175852
DAYSMT,149.9076509,GID7175853
DAYSMT,151.2272702,GID7175855
DAYSMT,149.4197246,GID7175856
DAYSMT,144.2272702,GID7175858
DAYSMT,146.9633713,GID7175859
DAYSMT,146.1278526,GID7175877
DAYSMT,147.6333234,GID7175894
DAYSMT,150.1596952,GID7175897
DAYSMT,144.692534,GID7175901
DAYSMT,142.9162907,GID7175911
DAYSMT,150.9685043,GID7175914
DAYSMT,148.5848872,GID7175920
DAYSMT,148.1140805,GID7175926
DAYSMT,147.4769078,GID7175930
DAYSMT,149.1211593,GID7175951
DAYSMT,150.2618508,GID7175970
DAYSMT,147.0742786,GID7175977
DAYSMT,144.8877153,GID7175978
DAYSMT,145.2542849,GID7175990
DAYSMT,144.5806889,GID7175993
DAYSMT,143.7487057,GID7175997
DAYSMT,146.0464129,GID7176009
DAYSMT,144.0455768,GID7176013
DAYSMT,143.5455768,GID7176014
DAYSMT,145.3234291,GID7176018
DAYSMT,148.5433847,GID7176027
DAYSMT,143.7848381,GID7176031
DAYSMT,150.2848381,GID7176050
DAYSMT,146.1058378,GID7176058
DAYSMT,148.8081306,GID7176059
DAYSMT,149.088186,GID7176068
DAYSMT,146.9128642,GID7176104
DAYSMT,145.588186,GID7176110
DAYSMT,143.9172662,GID7176115
DAYSMT,144.9622675,GID7176119
DAYSMT,148.4558572,GID7176152
DAYSMT,146.1358635,GID7176175
DAYSMT,147.2278162,GID7176182
DAYSMT,145.4160703,GID7176183
DAYSMT,148.0758877,GID7176271
DAYSMT,146.7073671,GID7176275
DAYSMT,150.2657682,GID7176276
DAYSMT,143.4919314,GID7176278
DAYSMT,149.6177959,GID7176280
DAYSMT,143.8099334,GID7176284
DAYSMT,146.9554936,GID7176289
DAYSMT,139.8725458,GID7176320
DAYSMT,146.0637936,GID7176353
DAYSMT,146.697224,GID7176356
DAYSMT,146.1037429,GID7176362
DAYSMT,148.9341345,GID7176374
DAYSMT,147.1152964,GID7176407
DAYSMT,143.9994305,GID7176409
DAYSMT,145.1077305,GID7176410
DAYSMT,146.1476798,GID7176411
DAYSMT,147.4165472,GID7176414
DAYSMT,140.9551382,GID7176432
DAYSMT,145.1750939,GID7176443
DAYSMT,147.1351446,GID7176455
DAYSMT,142.630527,GID7176513
DAYSMT,145.630527,GID7176522
DAYSMT,150.4382094,GID7176542
DAYSMT,148.7016313,GID7176554
DAYSMT,147.9215759,GID7176556
DAYSMT,150.4328284,GID7176563
DAYSMT,150.7333218,GID7176565
DAYSMT,148.718447,GID7176569
DAYSMT,148.6933079,GID7176603
DAYSMT,145.0771847,GID7176604
DAYSMT,145.7222899,GID7176609
DAYSMT,145.8903117,GID7176610
DAYSMT,150.6726212,GID7176611
DAYSMT,152.6680716,GID7176616
DAYSMT,151.4428502,GID7176617
DAYSMT,152.7639709,GID7176618
DAYSMT,151.4756682,GID7176624
DAYSMT,151.9756682,GID7176626
DAYSMT,151.9747784,GID7176635
DAYSMT,148.9149787,GID7176637
DAYSMT,148.8737862,GID7176640
DAYSMT,148.8737862,GID7176644
DAYSMT,147.5049897,GID7176648
DAYSMT,146.6838689,GID7176668
DAYSMT,144.2838999,GID7176669
DAYSMT,144.2272298,GID7176676
DAYSMT,146.2838999,GID7176693
DAYSMT,145.9613686,GID7176695
DAYSMT,148.0081424,GID7176731
DAYSMT,146.0623608,GID7176732
DAYSMT,142.5126921,GID7176743
DAYSMT,149.6185991,GID7176751
DAYSMT,145.3635006,GID7176773
DAYSMT,151.6185991,GID7176774
DAYSMT,147.7388397,GID7176775
DAYSMT,147.2706697,GID7176776
DAYSMT,146.7265567,GID7176778
DAYSMT,146.5396837,GID7176779
DAYSMT,147.0291408,GID7176781
DAYSMT,148.0535693,GID7176838
DAYSMT,145.4612826,GID7176852
DAYSMT,148.186922,GID7176854
DAYSMT,148.7026095,GID7176944
DAYSMT,147.6646932,GID7176969
DAYSMT,146.798046,GID7177015
DAYSMT,146.787915,GID7177017
DAYSMT,146.4325573,GID7177019
DAYSMT,150.5335495,GID7177031
DAYSMT,151.4737498,GID7177034
DAYSMT,150.9838808,GID7177038
DAYSMT,151.0711049,GID7177041
DAYSMT,149.4710739,GID7177042
DAYSMT,149.7866133,GID7177051
DAYSMT,148.7261724,GID7177089
DAYSMT,146.0038919,GID7177100
DAYSMT,149.7584218,GID7177103
DAYSMT,147.2584218,GID7177105
DAYSMT,147.7823508,GID7177107
DAYSMT,147.0677956,GID7177127
DAYSMT,145.6860123,GID7177128
DAYSMT,148.478533,GID7177130
DAYSMT,147.0921564,GID7177165
DAYSMT,147.3345133,GID7177167
DAYSMT,147.2740089,GID7177168
DAYSMT,145.4440061,GID7177185
DAYSMT,147.7329009,GID7177198
DAYSMT,149.3650732,GID7177282
DAYSMT,146.3650732,GID7177302
DAYSMT,148.6206486,GID7177345
DAYSMT,147.9457467,GID7177352
DAYSMT,151.6087338,GID7177375
DAYSMT,150.8793691,GID7177376
DAYSMT,147.1087338,GID7177389
DAYSMT,149.3880431,GID7177390
DAYSMT,146.3264834,GID7177391
DAYSMT,148.4776843,GID7177409
DAYSMT,147.4776843,GID7177410
DAYSMT,146.0711103,GID7177413
DAYSMT,145.2822155,GID7177415
DAYSMT,151.0310075,GID7177427
DAYSMT,150.3869877,GID7177432
DAYSMT,150.8281894,GID7177433
DAYSMT,151.5427446,GID7177435
DAYSMT,148.8281894,GID7177540
DAYSMT,148.5361636,GID7177557
DAYSMT,150.9396972,GID7177558
DAYSMT,147.7901408,GID7177559
DAYSMT,145.6962849,GID7177562
DAYSMT,148.0103098,GID7177563
DAYSMT,145.5245461,GID7177569
DAYSMT,149.3749934,GID7177570
DAYSMT,146.8978743,GID7177571
DAYSMT,148.6555174,GID7177572
DAYSMT,147.3669921,GID7177591
DAYSMT,149.4207334,GID7177601
DAYSMT,147.8327369,GID7177603
DAYSMT,145.6079096,GID7177627
DAYSMT,148.4812378,GID7177632
DAYSMT,148.9503556,GID7177651
DAYSMT,145.6299013,GID7177664
DAYSMT,151.7728657,GID7177666
DAYSMT,152.5979638,GID7177669
DAYSMT,151.6288459,GID7177673
DAYSMT,152.3227072,GID7177692
DAYSMT,148.7896349,GID7177702
DAYSMT,144.4323042,GID7177745
DAYSMT,146.4323042,GID7177749
DAYSMT,143.8210673,GID7177772
DAYSMT,145.3717814,GID7177777
DAYSMT,145.9521585,GID7177872
DAYSMT,146.8295203,GID7177874
DAYSMT,145.4924747,GID7177875
DAYSMT,146.6656257,GID7177888
DAYSMT,150.8883217,GID7177922
DAYSMT,151.3883217,GID7177924
DAYSMT,145.9252573,GID7177969
DAYSMT,145.3307085,GID7178348
DAYSMT,146.5041902,GID7178353
DAYSMT,150.4127012,GID7178382
DAYSMT,147.4854162,GID7178393
DAYSMT,147.7178801,GID7178396
DAYSMT,147.5616669,GID7178454
DAYSMT,150.091004,GID7178457
DAYSMT,150.6087205,GID7178459
DAYSMT,149.3214667,GID7178461
DAYSMT,149.6087205,GID7178464
DAYSMT,150.0049876,GID7178466
DAYSMT,144.4745908,GID7178485
DAYSMT,149.0959769,GID7178501
DAYSMT,148.020919,GID7178503
DAYSMT,150.863921,GID7178525
DAYSMT,148.903317,GID7178536
DAYSMT,148.4616239,GID7178541
DAYSMT,148.2205604,GID7178542
DAYSMT,146.7552244,GID7178551
DAYSMT,147.6096482,GID7178554
DAYSMT,147.1633101,GID7178555
DAYSMT,149.2055963,GID7178584
DAYSMT,145.9013851,GID7178594
DAYSMT,144.4383489,GID7178596
DAYSMT,144.1878673,GID7178598
DAYSMT,148.8647585,GID7178612
DAYSMT,147.882459,GID7178630
DAYSMT,149.3962419,GID7178631
DAYSMT,148.4992223,GID7178632
DAYSMT,149.241007,GID7178641
DAYSMT,147.6522218,GID7178642
DAYSMT,147.372403,GID7178649
DAYSMT,148.0105835,GID7178650
DAYSMT,148.974,GID7178651
DAYSMT,148.9342205,GID7178679
DAYSMT,148.58722,GID7178680
DAYSMT,148.6654425,GID7178687
DAYSMT,145.8237924,GID7178692
DAYSMT,145.8531295,GID7178712
DAYSMT,150.019481,GID7178727
DAYSMT,150.0050914,GID7178731
DAYSMT,151.4046126,GID7178740
DAYSMT,150.1767911,GID7178742
DAYSMT,148.1457222,GID7178764
DAYSMT,145.9946316,GID7178768
DAYSMT,150.2934964,GID7178769
DAYSMT,149.7502272,GID7178774
DAYSMT,148.3514759,GID7179791
DAYSMT,147.3578945,GID7179792
DAYSMT,148.4133104,GID7179793
DAYSMT,148.3650332,GID7179794
DAYSMT,147.8040534,GID7179797
DAYSMT,146.9058377,GID7179799
DAYSMT,148.0051823,GID7179800
DAYSMT,147.438426,GID7179803
DAYSMT,151.917369,GID7179805
DAYSMT,151.4812674,GID7179806
DAYSMT,148.1631377,GID7179807
DAYSMT,147.2241053,GID7179811
DAYSMT,148.5182063,GID7179812
DAYSMT,152.864182,GID7179813
DAYSMT,143.8932566,GID7179819
DAYSMT,148.0156434,GID7179824
DAYSMT,148.0027521,GID7179839
DAYSMT,147.6897686,GID7213309
DL_lamb1,0.363801964,GID304660
DL_lamb1,0.42416763,GID3872194
DL_lamb1,0.438001245,GID4755014
DL_lamb1,0.647971822,GID5398434
DL_lamb1,0.642545088,GID5398530
DL_lamb1,0.685922436,GID6333158
DL_lamb1,0.697154843,GID6689550
DL_lamb1,0.695733436,GID6863533
DL_lamb1,0.081919456,GID6931301
DL_lamb1,0.454324763,GID6931304
DL_lamb1,1.029427779,GID6931424
DL_lamb1,0.877215114,GID6931516
DL_lamb1,0.39691096,GID6931531
DL_lamb1,0.713191565,GID6931645
DL_lamb1,0.871682704,GID6932347
DL_lamb1,0.746537466,GID6932429
DL_lamb1,1.000760437,GID6932597
DL_lamb1,0.823593248,GID6932961
DL_lamb1,0.875252375,GID6932999
DL_lamb1,0.531428008,GID6933145
DL_lamb1,0.954480956,GID6933163
DL_lamb1,0.459790015,GID6933221
DL_lamb1,0.681116722,GID6933877
DL_lamb1,0.249165481,GID6934141
DL_lamb1,0.621800781,GID6934335
DL_lamb1,0.386574039,GID6934427
DL_lamb1,0.346632071,GID6934762
DL_lamb1,0.476556866,GID6934878
DL_lamb1,0.190233791,GID6934920
DL_lamb1,1.077360452,GID6934954
DL_lamb1,0.598696023,GID6935239
DL_lamb1,0.568427398,GID6935450
DL_lamb1,0.504827197,GID6935465
DL_lamb1,0.414540463,GID6935689
DL_lamb1,0.193743507,GID6935968
DL_lamb1,0.018877156,GID6935992
DL_lamb1,0.319596002,GID6935993
DL_lamb1,0.861473635,GID6936896
DL_lamb1,0.605059683,GID6937284
DL_lamb1,0.414387681,GID6937400
DL_lamb1,0.423938903,GID6937420
DL_lamb1,0.417615714,GID6937509
DL_lamb1,0.203748554,GID6938530
DL_lamb1,0.25029577,GID6938531
DL_lamb1,0.476219134,GID6938671
DL_lamb1,0.171283212,GID6938713
DL_lamb1,0.463347457,GID6938802
DL_lamb1,0.536078168,GID6938803
DL_lamb1,0.41593828,GID6938947
DL_lamb1,0.010528587,GID6938973
DL_lamb1,0.015879263,GID6939837
DL_lamb1,-0.012259122,GID6939842
DL_lamb1,0.669629499,GID6939899
DL_lamb1,0.883009723,GID6939903
DL_lamb1,0.757539155,GID6939904
DL_lamb1,0.432408368,GID6939938
DL_lamb1,-0.022913925,GID6939941
DL_lamb1,1.006559243,GID6939945
DL_lamb1,0.431788251,GID7044357
DL_lamb1,0.843752572,GID7044358
DL_lamb1,0.40341915,GID7044367
DL_lamb1,0.715568688,GID7044472
DL_lamb1,0.231165689,GID7044516
DL_lamb1,0.991312846,GID7044536
DL_lamb1,0.941460262,GID7044573
DL_lamb1,0.491191722,GID7044583
DL_lamb1,-0.044290353,GID7044586
DL_lamb1,0.984135968,GID7044679
DL_lamb1,0.74969968,GID7044689
DL_lamb1,0.629443216,GID7044766
DL_lamb1,-0.018973298,GID7044800
DL_lamb1,-0.018401968,GID7044811
DL_lamb1,0.621384502,GID7044812
DL_lamb1,0.816171695,GID7044814
DL_lamb1,0.055376877,GID7044828
DL_lamb1,-0.027995668,GID7044885
DL_lamb1,0.768772607,GID7044886
DL_lamb1,0.783025976,GID7045003
DL_lamb1,0.668726993,GID7045044
DL_lamb1,0.225130847,GID7045112
DL_lamb1,0.210417344,GID7045116
DL_lamb1,-0.011990028,GID7045143
DL_lamb1,0.916941215,GID7045240
DL_lamb1,0.802764042,GID7045243
DL_lamb1,0.399152627,GID7045271
DL_lamb1,0.020204774,GID7045647
DL_lamb1,0.572630201,GID7045945
DL_lamb1,0.458517123,GID7045950
DL_lamb1,0.081426635,GID7046099
DL_lamb1,0.482585706,GID7046102
DL_lamb1,0.935235984,GID7046165
DL_lamb1,-0.030175412,GID7046190
DL_lamb1,0.071832347,GID7046204
DL_lamb1,0.361952931,GID7046215
DL_lamb1,0.747181188,GID7046378
DL_lamb1,0.071961561,GID7046382
DL_lamb1,0.926112244,GID7046390
DL_lamb1,0.606215938,GID7046418
DL_lamb1,0.683460505,GID7046514
DL_lamb1,0.721045348,GID7046663
DL_lamb1,0.785628513,GID7046782
DL_lamb1,0.700595565,GID7046872
DL_lamb1,0.702833695,GID7047009
DL_lamb1,0.640056478,GID7047099
DL_lamb1,0.552091185,GID7047125
DL_lamb1,0.484022007,GID7047155
DL_lamb1,0.493543317,GID7047170
DL_lamb1,0.371126975,GID7047177
DL_lamb1,-0.022123388,GID7047195
DL_lamb1,0.878100823,GID7047225
DL_lamb1,0.411180274,GID7047290
DL_lamb1,0.578825347,GID7047297
DL_lamb1,0.337077393,GID7047304
DL_lamb1,0.711786386,GID7047479
DL_lamb1,0.869527172,GID7047518
DL_lamb1,0.795096911,GID7047541
DL_lamb1,0.715049892,GID7047542
DL_lamb1,0.411883033,GID7047543
DL_lamb1,0.476468632,GID7047544
DL_lamb1,0.449768117,GID7047552
DL_lamb1,0.449290497,GID7047556
DL_lamb1,0.504926916,GID7047560
DL_lamb1,0.235435553,GID7047568
DL_lamb1,0.591911634,GID7047597
DL_lamb1,0.759069889,GID7047610
DL_lamb1,1.00454167,GID7047612
DL_lamb1,0.736137573,GID7047619
DL_lamb1,0.77989003,GID7047843
DL_lamb1,0.496163844,GID7047854
DL_lamb1,0.531887378,GID7047929
DL_lamb1,0.81864858,GID7047937
DL_lamb1,0.317374151,GID7047943
DL_lamb1,0.469705896,GID7047989
DL_lamb1,0.820053802,GID7047993
DL_lamb1,0.273170571,GID7048153
DL_lamb1,0.891353568,GID7048227
DL_lamb1,0.358579944,GID7048286
DL_lamb1,0.081364053,GID7048427
DL_lamb1,1.052612706,GID7048441
DL_lamb1,0.924108995,GID7048516
DL_lamb1,0.8840292,GID7048517
