trait,blue,GID
DL_mean,-34.67660086,GID7174702
DL_mean,-8.890734526,GID7174704
DL_mean,-28.88542024,GID7174707
DL_mean,-21.91630046,GID7174708
DL_mean,-24.53993696,GID7174709
DL_mean,-21.68564443,GID7174718
DL_mean,-33.51939085,GID7174754
DL_mean,6.092559747,GID7174766
DL_mean,-7.523017917,GID7174775
DL_mean,-6.809663731,GID7174798
DL_mean,-11.36407271,GID7174801
DL_mean,-34.0024771,GID7174803
DL_mean,-33.9334553,GID7174804
DL_mean,-2.992150014,GID7175758
DL_mean,-2.425259889,GID7175794
DL_mean,-0.971313357,GID7175808
DL_mean,-3.379256678,GID7175809
DL_mean,0.281187042,GID7175811
DL_mean,-24.77695944,GID7175819
DL_mean,-22.32563491,GID7175837
DL_mean,-17.23611379,GID7175851
DL_mean,-37.23963263,GID7175852
DL_mean,-27.49818279,GID7175853
DL_mean,-30.84125333,GID7175855
DL_mean,-48.51792898,GID7175856
DL_mean,3.012019593,GID7175858
DL_mean,-1.840708262,GID7175859
DL_mean,10.42343703,GID7175877
DL_mean,-15.99547325,GID7175894
DL_mean,-34.19162839,GID7175897
DL_mean,-2.162406837,GID7175901
DL_mean,-42.32765121,GID7175911
DL_mean,-36.48410767,GID7175914
DL_mean,-16.87913455,GID7175920
DL_mean,-38.262889,GID7175926
DL_mean,0.590546997,GID7175930
DL_mean,-14.08955669,GID7175951
DL_mean,-8.144995644,GID7175970
DL_mean,1.719496438,GID7175977
DL_mean,-32.59284018,GID7175978
DL_mean,-16.88251826,GID7175990
DL_mean,-60.25846942,GID7175993
DL_mean,-57.7340379,GID7175997
DL_mean,-30.66092441,GID7176009
DL_mean,-0.835596903,GID7176013
DL_mean,-46.42416461,GID7176014
DL_mean,-10.84828822,GID7176018
DL_mean,2.712065449,GID7176027
DL_mean,-12.18284365,GID7176031
DL_mean,9.219826405,GID7176050
DL_mean,-10.15018149,GID7176058
DL_mean,-5.130988545,GID7176059
DL_mean,-27.42189871,GID7176068
DL_mean,-48.06185246,GID7176104
DL_mean,-22.33593335,GID7176110
DL_mean,-25.87466511,GID7176115
DL_mean,-1.720177385,GID7176119
DL_mean,6.507751467,GID7176152
DL_mean,-22.50145709,GID7176175
DL_mean,-4.808129678,GID7176182
DL_mean,-2.052217156,GID7176183
DL_mean,5.655798057,GID7176271
DL_mean,-3.731974377,GID7176275
DL_mean,-5.010764234,GID7176276
DL_mean,-11.99428675,GID7176278
DL_mean,-6.013486277,GID7176280
DL_mean,7.501231603,GID7176284
DL_mean,3.328651407,GID7176289
DL_mean,-10.61854898,GID7176320
DL_mean,-7.048499711,GID7176353
DL_mean,5.516826091,GID7176356
DL_mean,-3.141991059,GID7176362
DL_mean,-17.52808633,GID7176374
DL_mean,-3.748658905,GID7176407
DL_mean,3.882850064,GID7176409
DL_mean,-5.754564187,GID7176410
DL_mean,-18.47009035,GID7176411
DL_mean,-29.06590394,GID7176414
DL_mean,0.108214387,GID7176432
DL_mean,-1.202694451,GID7176443
DL_mean,-14.54653109,GID7176455
DL_mean,-3.946260028,GID7176513
DL_mean,-0.726390262,GID7176522
DL_mean,17.77981518,GID7176542
DL_mean,-14.63165966,GID7176554
DL_mean,8.223713909,GID7176556
DL_mean,8.24292026,GID7176563
DL_mean,-2.219880566,GID7176565
DL_mean,-14.21633474,GID7176569
DL_mean,-16.14897225,GID7176603
DL_mean,-41.00805674,GID7176604
DL_mean,-21.78576353,GID7176609
DL_mean,-10.39209529,GID7176610
DL_mean,-27.10965218,GID7176611
DL_mean,-14.90090945,GID7176616
DL_mean,-12.44790381,GID7176617
DL_mean,13.99939552,GID7176618
DL_mean,-19.3141516,GID7176624
DL_mean,7.576260983,GID7176626
DL_mean,-35.27411944,GID7176635
DL_mean,-13.42715942,GID7176637
DL_mean,-12.79911627,GID7176640
DL_mean,-26.5273289,GID7176644
DL_mean,-42.77332618,GID7176648
DL_mean,-16.26252916,GID7176668
DL_mean,-17.86473933,GID7176669
DL_mean,-1.734057274,GID7176676
DL_mean,-25.27432127,GID7176693
DL_mean,1.525973456,GID7176695
DL_mean,-7.946616337,GID7176731
DL_mean,-10.09325823,GID7176732
DL_mean,4.055588468,GID7176743
DL_mean,3.547507639,GID7176751
DL_mean,5.336156575,GID7176773
DL_mean,6.252116722,GID7176774
DL_mean,-35.96455694,GID7176775
DL_mean,-39.98339586,GID7176776
DL_mean,-44.79280362,GID7176778
DL_mean,-35.31865899,GID7176779
DL_mean,-31.53791623,GID7176781
DL_mean,-34.93388238,GID7176838
DL_mean,-17.05121275,GID7176852
DL_mean,3.514313676,GID7176854
DL_mean,14.22441692,GID7176944
DL_mean,4.961573067,GID7176969
DL_mean,-24.05910797,GID7177015
DL_mean,-27.44850801,GID7177017
DL_mean,-31.34888284,GID7177019
DL_mean,-11.03920653,GID7177031
DL_mean,-0.261804985,GID7177034
DL_mean,-4.161623665,GID7177038
DL_mean,-0.357471019,GID7177041
DL_mean,-35.39717459,GID7177042
DL_mean,-15.03948238,GID7177051
DL_mean,-6.410971355,GID7177089
DL_mean,-6.574940084,GID7177100
DL_mean,8.658330202,GID7177103
DL_mean,-24.15306103,GID7177105
DL_mean,-31.83268783,GID7177107
DL_mean,-41.89632854,GID7177127
DL_mean,-41.17040819,GID7177128
DL_mean,-8.601615743,GID7177130
DL_mean,-23.4947381,GID7177165
DL_mean,-19.8572875,GID7177167
DL_mean,-30.23688961,GID7177168
DL_mean,-47.42076383,GID7177185
DL_mean,-8.072644916,GID7177198
DL_mean,20.61929779,GID7177282
DL_mean,-7.099170895,GID7177302
DL_mean,-17.05092694,GID7177345
DL_mean,-18.17226074,GID7177352
DL_mean,4.653133552,GID7177375
DL_mean,13.77247477,GID7177376
DL_mean,-30.6692352,GID7177389
DL_mean,3.797526338,GID7177390
DL_mean,-26.18609561,GID7177391
DL_mean,-33.93386515,GID7177409
DL_mean,-41.72547506,GID7177410
DL_mean,-39.38120423,GID7177413
DL_mean,-28.22657942,GID7177415
DL_mean,-6.278615143,GID7177427
DL_mean,1.256008816,GID7177432
DL_mean,14.15394121,GID7177433
DL_mean,15.67797243,GID7177435
DL_mean,-0.241686367,GID7177540
DL_mean,-2.797292993,GID7177557
DL_mean,-25.72584469,GID7177558
DL_mean,-4.947999217,GID7177559
DL_mean,3.841423479,GID7177562
DL_mean,-15.86540254,GID7177563
DL_mean,-10.38876847,GID7177569
DL_mean,-6.797236965,GID7177570
DL_mean,-0.684334604,GID7177571
DL_mean,-11.40681231,GID7177572
DL_mean,-13.6770745,GID7177591
DL_mean,-34.10025322,GID7177601
DL_mean,-14.78545299,GID7177603
DL_mean,-28.27635674,GID7177627
DL_mean,-37.39102081,GID7177632
DL_mean,-8.802478794,GID7177651
DL_mean,19.65105025,GID7177664
DL_mean,13.5404724,GID7177666
DL_mean,13.63308099,GID7177669
DL_mean,10.04313879,GID7177673
DL_mean,12.89831042,GID7177692
DL_mean,-16.33354081,GID7177702
DL_mean,4.300508648,GID7177745
DL_mean,-36.28421323,GID7177749
DL_mean,-11.64205613,GID7177772
DL_mean,-12.13828898,GID7177777
DL_mean,1.597515452,GID7177872
DL_mean,12.64704373,GID7177874
DL_mean,10.51374447,GID7177875
DL_mean,-28.36641574,GID7177888
DL_mean,-18.80290158,GID7177922
DL_mean,-4.786378282,GID7177924
DL_mean,-54.42001365,GID7177969
DL_mean,14.52359568,GID7178348
DL_mean,20.07314105,GID7178353
DL_mean,-26.71471788,GID7178382
DL_mean,-9.369575067,GID7178393
DL_mean,-38.93519148,GID7178396
DL_mean,4.071027607,GID7178454
DL_mean,-10.42254625,GID7178457
DL_mean,-10.22555341,GID7178459
DL_mean,2.691379748,GID7178461
DL_mean,9.077607201,GID7178464
DL_mean,9.881671166,GID7178466
DL_mean,-2.741296335,GID7178485
DL_mean,-16.64510452,GID7178501
DL_mean,-11.41726641,GID7178503
DL_mean,-16.35616142,GID7178525
DL_mean,-17.28725322,GID7178536
DL_mean,2.893130799,GID7178541
DL_mean,-19.12230592,GID7178542
DL_mean,3.436460336,GID7178551
DL_mean,-1.595962428,GID7178554
DL_mean,-5.656572321,GID7178555
DL_mean,8.40990853,GID7178584
DL_mean,12.18390602,GID7178594
DL_mean,9.715239662,GID7178596
DL_mean,8.313145067,GID7178598
DL_mean,-9.524369614,GID7178612
DL_mean,0.341617771,GID7178630
DL_mean,4.76069892,GID7178631
DL_mean,7.759113599,GID7178632
DL_mean,2.493080175,GID7178641
DL_mean,10.41544173,GID7178642
DL_mean,7.24251251,GID7178649
DL_mean,13.81672971,GID7178650
DL_mean,9.357522269,GID7178651
DL_mean,8.450024294,GID7178679
DL_mean,12.72566365,GID7178680
DL_mean,5.916363086,GID7178687
DL_mean,-7.996252843,GID7178692
DL_mean,-2.877169036,GID7178712
DL_mean,7.715249862,GID7178727
DL_mean,10.0009343,GID7178731
DL_mean,9.965441985,GID7178740
DL_mean,5.12402111,GID7178742
DL_mean,13.11240699,GID7178764
DL_mean,8.157544832,GID7178768
DL_mean,14.35717883,GID7178769
DL_mean,-7.68002636,GID7178774
DL_mean,-26.77262469,GID7179791
DL_mean,-35.34830252,GID7179792
DL_mean,-19.58321241,GID7179793
DL_mean,-20.51512369,GID7179794
DL_mean,-38.90024487,GID7179797
DL_mean,-27.04109597,GID7179799
DL_mean,-28.06129304,GID7179800
DL_mean,-36.84354035,GID7179803
DL_mean,-42.41031961,GID7179805
DL_mean,-19.81453745,GID7179806
DL_mean,-39.74723594,GID7179807
DL_mean,10.86866018,GID7179811
DL_mean,-35.9574817,GID7179812
DL_mean,-7.911123157,GID7179813
DL_mean,-26.34102884,GID7179819
DL_mean,-18.61686508,GID7179824
DL_mean,-9.554580506,GID7179839
DL_mean,6.624888727,GID7213309
DL_mixLI,-2.824342639,GID304660
DL_mixLI,-5.324927337,GID3872194
DL_mixLI,-4.789060271,GID4755014
DL_mixLI,-19.29825405,GID5398434
DL_mixLI,3.487700974,GID5398530
DL_mixLI,-30.05666811,GID6333158
DL_mixLI,8.349576602,GID6689550
DL_mixLI,7.421240476,GID6863533
DL_mixLI,-6.673244401,GID6931301
DL_mixLI,-12.54878945,GID6931304
DL_mixLI,3.403206292,GID6931424
DL_mixLI,-3.889609567,GID6931516
DL_mixLI,-20.12630151,GID6931531
DL_mixLI,-12.66310294,GID6931645
DL_mixLI,-27.77087752,GID6932347
DL_mixLI,-39.62907609,GID6932429
DL_mixLI,-35.98646908,GID6932597
DL_mixLI,-28.59308545,GID6932961
DL_mixLI,-46.32919533,GID6932999
DL_mixLI,-0.841935068,GID6933145
DL_mixLI,5.968000822,GID6933163
DL_mixLI,2.251822711,GID6933221
DL_mixLI,2.180401682,GID6933877
DL_mixLI,-4.531609399,GID6934141
DL_mixLI,-20.23043129,GID6934335
DL_mixLI,-10.11635655,GID6934427
DL_mixLI,9.316618501,GID6934762
DL_mixLI,-19.62125155,GID6934878
DL_mixLI,-1.07908077,GID6934920
DL_mixLI,16.22899068,GID6934954
DL_mixLI,-4.200266155,GID6935239
DL_mixLI,2.905796098,GID6935450
DL_mixLI,-12.50894615,GID6935465
DL_mixLI,3.57824775,GID6935689
DL_mixLI,-0.109904199,GID6935968
DL_mixLI,-3.793728672,GID6935992
DL_mixLI,0.186493769,GID6935993
DL_mixLI,-6.525423398,GID6936896
DL_mixLI,-19.95450179,GID6937284
DL_mixLI,-22.1179857,GID6937400
DL_mixLI,-17.72276702,GID6937420
DL_mixLI,9.621756885,GID6937509
DL_mixLI,-6.207428236,GID6938530
DL_mixLI,-4.047428236,GID6938531
DL_mixLI,-5.734392177,GID6938671
DL_mixLI,-6.125690117,GID6938713
DL_mixLI,-9.269351094,GID6938802
DL_mixLI,-6.32824121,GID6938803
DL_mixLI,0.527520383,GID6938947
DL_mixLI,-1.136417519,GID6938973
DL_mixLI,-2.004840461,GID6939837
DL_mixLI,-0.465699341,GID6939842
DL_mixLI,-0.543780601,GID6939899
DL_mixLI,-10.85438945,GID6939903
DL_mixLI,-19.66090554,GID6939904
DL_mixLI,-8.3461736,GID6939938
DL_mixLI,3.997052369,GID6939941
DL_mixLI,15.68473384,GID6939945
DL_mixLI,3.19270325,GID7044357
DL_mixLI,6.296717925,GID7044358
DL_mixLI,-5.501716913,GID7044367
DL_mixLI,-31.4280723,GID7044472
DL_mixLI,-19.31442396,GID7044516
DL_mixLI,-2.040114561,GID7044536
DL_mixLI,9.779617849,GID7044573
DL_mixLI,-3.520957735,GID7044583
DL_mixLI,-5.065879793,GID7044586
DL_mixLI,-12.80775694,GID7044679
DL_mixLI,-4.157756938,GID7044689
DL_mixLI,1.673383614,GID7044766
DL_mixLI,-0.671505743,GID7044800
DL_mixLI,-0.85274058,GID7044811
DL_mixLI,1.276887463,GID7044812
DL_mixLI,5.909053912,GID7044814
DL_mixLI,-5.301442579,GID7044828
DL_mixLI,-4.037057931,GID7044885
DL_mixLI,-3.618274056,GID7044886
DL_mixLI,-36.85046416,GID7045003
DL_mixLI,-27.39299456,GID7045044
DL_mixLI,-3.894018225,GID7045112
DL_mixLI,-4.377496202,GID7045116
DL_mixLI,-0.157348268,GID7045143
DL_mixLI,7.502043341,GID7045240
DL_mixLI,8.702292294,GID7045243
DL_mixLI,2.425125845,GID7045271
DL_mixLI,-7.581087726,GID7045647
DL_mixLI,-5.220370559,GID7045945
DL_mixLI,-1.056736538,GID7045950
DL_mixLI,0.855261562,GID7046099
DL_mixLI,7.066550429,GID7046102
DL_mixLI,-8.795841927,GID7046165
DL_mixLI,-8.47698689,GID7046190
DL_mixLI,-10.51140341,GID7046204
DL_mixLI,-17.44593625,GID7046215
DL_mixLI,15.52901924,GID7046378
DL_mixLI,8.403166415,GID7046382
DL_mixLI,2.102862038,GID7046390
DL_mixLI,3.377570855,GID7046418
DL_mixLI,-11.1136586,GID7046514
DL_mixLI,-7.211364305,GID7046663
DL_mixLI,-36.83658453,GID7046782
DL_mixLI,-11.75014784,GID7046872
DL_mixLI,-23.85421332,GID7047009
DL_mixLI,-19.17871572,GID7047099
DL_mixLI,-30.33448739,GID7047125
DL_mixLI,4.687768399,GID7047155
DL_mixLI,-24.39319632,GID7047170
DL_mixLI,9.033373508,GID7047177
DL_mixLI,-6.566343857,GID7047195
DL_mixLI,-13.86634386,GID7047225
DL_mixLI,-11.32990618,GID7047290
DL_mixLI,-24.54700502,GID7047297
DL_mixLI,10.75509382,GID7047304
DL_mixLI,15.01940413,GID7047479
DL_mixLI,-38.43334159,GID7047518
DL_mixLI,-8.854503236,GID7047541
DL_mixLI,-15.98713972,GID7047542
DL_mixLI,-17.82358081,GID7047543
DL_mixLI,-26.0997164,GID7047544
DL_mixLI,-17.3797164,GID7047552
DL_mixLI,-19.03864136,GID7047556
DL_mixLI,-22.17532336,GID7047560
DL_mixLI,-8.973645266,GID7047568
DL_mixLI,-31.56479814,GID7047597
DL_mixLI,-28.31608184,GID7047610
DL_mixLI,-42.99964156,GID7047612
DL_mixLI,-36.89008768,GID7047619
DL_mixLI,-25.47786197,GID7047843
DL_mixLI,-8.929455493,GID7047854
DL_mixLI,-10.52384132,GID7047929
DL_mixLI,-44.98078921,GID7047937
DL_mixLI,-12.80528469,GID7047943
DL_mixLI,-32.66975448,GID7047989
DL_mixLI,-12.05300442,GID7047993
DL_mixLI,-2.498612131,GID7048153
DL_mixLI,14.06759719,GID7048227
DL_mixLI,-6.729799458,GID7048286
DL_mixLI,-6.099378106,GID7048427
DL_mixLI,-1.627746779,GID7048441
DL_mixLI,7.715054772,GID7048516
DL_mixLI,3.355054772,GID7048517
DL_mixLI,-2.522848408,GID7048518
DL_mixLI,7.714354638,GID7170548
DL_mixLI,1.645101597,GID7170673
DL_mixLI,0.799203144,GID7170723
DL_mixLI,12.20034811,GID7170771
DL_mixLI,-0.996472427,GID7170773
DL_mixLI,8.370348106,GID7170827
DL_mixLI,-1.981163599,GID7170918
DL_mixLI,-5.411290992,GID7170962
DL_mixLI,-8.214078893,GID7170965
DL_mixLI,-1.27627796,GID7170971
DL_mixLI,-3.346390566,GID7170972
DL_mixLI,-4.31802028,GID7170988
DL_mixLI,-34.49139057,GID7170999
DL_mixLI,-15.78990973,GID7171030
DL_mixLI,-7.232071977,GID7171077
DL_mixLI,1.59399732,GID7171094
DL_mixLI,-4.540601903,GID7171098
DL_mixLI,-1.524987341,GID7171118
DL_mixLI,3.179779183,GID7171128
DL_mixLI,-7.536807874,GID7171129
DL_mixLI,-0.390548819,GID7171132
DL_mixLI,-2.45909494,GID7171133
DL_mixLI,-31.69533353,GID7171143
DL_mixLI,6.740537007,GID7171162
DL_mixLI,-5.244081907,GID7171164
DL_mixLI,3.756803345,GID7171172
DL_mixLI,-7.835976641,GID7171238
DL_mixLI,3.899351362,GID7171242
DL_mixLI,-14.48035718,GID7171285
DL_mixLI,-32.31427225,GID7171325
DL_mixLI,-32.40427225,GID7171329
DL_mixLI,-14.08480434,GID7171391
DL_mixLI,-20.19357488,GID7173426
DL_mixLI,9.401467911,GID7173448
DL_mixLI,-4.457828695,GID7173452
DL_mixLI,17.17565962,GID7173465
DL_mixLI,-6.634600871,GID7173466
DL_mixLI,9.129000798,GID7173468
DL_mixLI,-1.644145068,GID7173471
DL_mixLI,14.01184505,GID7173472
DL_mixLI,-24.31801469,GID7173484
DL_mixLI,-28.32801469,GID7173488
DL_mixLI,-18.49204174,GID7173494
DL_mixLI,-2.506812282,GID7173499
DL_mixLI,8.040251562,GID7173500
DL_mixLI,-9.474748438,GID7173511
DL_mixLI,-27.02263958,GID7173515
DL_mixLI,-9.723834711,GID7173519
DL_mixLI,31.87345705,GID7173521
DL_mixLI,8.647398232,GID7173528
DL_mixLI,-22.43943126,GID7173534
DL_mixLI,1.243796563,GID7173536
DL_mixLI,-8.522429145,GID7173680
DL_mixLI,-26.62429296,GID7173690
DL_mixLI,-21.73768033,GID7173707
DL_mixLI,12.88432298,GID7173722
DL_mixLI,-21.17648531,GID7173723
DL_mixLI,-16.01868617,GID7173767
DL_mixLI,22.27345705,GID7173782
DL_mixLI,-37.1866248,GID7173803
DL_mixLI,-23.66462317,GID7173821
DL_mixLI,-25.37298286,GID7173823
DL_mixLI,-12.78051575,GID7173831
DL_mixLI,-11.7986459,GID7173851
DL_mixLI,-6.089582897,GID7173922
DL_mixLI,5.511791112,GID7173958
DL_mixLI,6.96755886,GID7173972
DL_mixLI,12.68278831,GID7174031
DL_mixLI,-36.22071685,GID7174093
DL_mixLI,-46.80612176,GID7174094
DL_mixLI,-26.22458647,GID7174103
DL_mixLI,-38.5672316,GID7174104
DL_mixLI,-21.46295956,GID7174105
DL_mixLI,4.97728036,GID7174107
DL_mixLI,-18.90781965,GID7174109
DL_mixLI,-17.25377775,GID7174113
DL_mixLI,5.017398199,GID7174115
DL_mixLI,3.598859408,GID7174116
DL_mixLI,0.256853021,GID7174117
DL_mixLI,-31.14582869,GID7174130
DL_mixLI,-9.884273757,GID7174131
DL_mixLI,0.873853982,GID7174140
DL_mixLI,-4.561146018,GID7174156
DL_mixLI,-45.94678717,GID7174159
DL_mixLI,-36.64478079,GID7174162
DL_mixLI,-22.48663993,GID7174165
DL_mixLI,0.098795235,GID7174167
DL_mixLI,-1.206322604,GID7174195
DL_mixLI,-2.097380717,GID7174199
DL_mixLI,-9.439003718,GID7174267
DL_mixLI,-11.38057355,GID7174269
DL_mixLI,-36.97900372,GID7174270
DL_mixLI,-7.422697772,GID7174271
DL_mixLI,1.933184025,GID7174281
DL_mixLI,-19.48173858,GID7174288
DL_mixLI,-9.141598664,GID7174310
DL_mixLI,-8.20457769,GID7174312
DL_mixLI,-0.920809248,GID7174313
DL_mixLI,-39.81689936,GID7174314
DL_mixLI,7.590043694,GID7174317
DL_mixLI,8.266001795,GID7174319
DL_mixLI,-1.377343255,GID7174320
DL_mixLI,-36.84856698,GID7174321
DL_mixLI,-25.64392474,GID7174323
DL_mixLI,-13.46974293,GID7174330
DL_mixLI,5.66287012,GID7174332
DL_mixLI,-32.46209996,GID7174333
DL_mixLI,0.760443878,GID7174339
DL_mixLI,2.221998816,GID7174342
DL_mixLI,-29.05561423,GID7174343
DL_mixLI,-1.368263718,GID7174347
DL_mixLI,3.326861677,GID7174348
DL_mixLI,-4.918707612,GID7174349
DL_mixLI,-16.4715685,GID7174351
DL_mixLI,-26.29581526,GID7174357
DL_mixLI,-25.27265095,GID7174390
DL_mixLI,-16.95749915,GID7174393
DL_mixLI,-15.68410045,GID7174396
DL_mixLI,-29.78492248,GID7174397
DL_mixLI,-32.84780384,GID7174398
DL_mixLI,-10.78364527,GID7174399
DL_mixLI,-30.930486,GID7174404
DL_mixLI,-37.43962604,GID7174406
DL_mixLI,-42.33236492,GID7174412
DL_mixLI,-17.43745956,GID7174413
DL_mixLI,-9.022593885,GID7174417
DL_mixLI,-5.431640741,GID7174418
DL_mixLI,-34.15850172,GID7174419
DL_mixLI,-53.13009161,GID7174420
DL_mixLI,-21.55478542,GID7174421
DL_mixLI,-44.5147097,GID7174422
DL_mixLI,-31.58834514,GID7174424
DL_mixLI,-30.51237844,GID7174434
DL_mixLI,-32.06087179,GID7174454
DL_mixLI,-44.657511,GID7174485
DL_mixLI,-41.60395209,GID7174488
DL_mixLI,-34.25539237,GID7174504
DL_mixLI,-14.83167261,GID7174508
DL_mixLI,-43.44434501,GID7174519
DL_mixLI,-22.81492614,GID7174520
DL_mixLI,-40.21250428,GID7174521
DL_mixLI,-33.40033755,GID7174522
DL_mixLI,-4.524079398,GID7174523
DL_mixLI,-11.2690794,GID7174524
DL_mixLI,-9.463252508,GID7174529
DL_mixLI,-29.22261217,GID7174530
DL_mixLI,-20.39644329,GID7174532
DL_mixLI,-27.68679473,GID7174533
DL_mixLI,-28.07838904,GID7174534
DL_mixLI,-47.06409278,GID7174535
DL_mixLI,-39.48443038,GID7174537
DL_mixLI,-27.01532938,GID7174540
DL_mixLI,-41.8171706,GID7174550
DL_mixLI,-10.33960379,GID7174559
DL_mixLI,-16.42960379,GID7174560
DL_mixLI,-25.63533252,GID7174561
DL_mixLI,-28.84352035,GID7174562
DL_mixLI,-24.05669991,GID7174563
DL_mixLI,-5.566699912,GID7174564
DL_mixLI,-29.13469085,GID7174565
DL_mixLI,-29.41784964,GID7174566
DL_mixLI,-35.51987015,GID7174568
DL_mixLI,5.481350481,GID7174569
DL_mixLI,-36.07987015,GID7174570
DL_mixLI,-35.77024254,GID7174571
DL_mixLI,-32.86651079,GID7174572
DL_mixLI,-41.84387515,GID7174577
DL_mixLI,-30.1611732,GID7174585
DL_mixLI,-7.53213069,GID7174586
DL_mixLI,-29.49777103,GID7174587
DL_mixLI,-16.51213069,GID7174590
DL_mixLI,-37.6219766,GID7174591
DL_mixLI,-31.72935155,GID7174593
DL_mixLI,-1.612632711,GID7174610
DL_mixLI,1.635917403,GID7174640
DL_mixLI,-10.40267115,GID7174650
DL_mixLI,-27.12968406,GID7174651
DL_mixLI,-21.64665683,GID7174653
DL_mixLI,-21.68733356,GID7174656
DL_mixLI,-12.76822334,GID7174657
DL_mixLI,-22.4925149,GID7174658
DL_mixLI,-53.8161475,GID7174659
DL_mixLI,-30.90933534,GID7174665
DL_mixLI,-36.34392657,GID7174669
DL_mixLI,-18.00578921,GID7174701
DL_mixLI,-34.17552201,GID7174702
DL_mixLI,-8.581365183,GID7174704
DL_mixLI,-30.6033881,GID7174707
DL_mixLI,-26.64812276,GID7174708
DL_mixLI,-30.07208229,GID7174709
DL_mixLI,-23.87972841,GID7174718
DL_mixLI,-35.48551972,GID7174754
DL_mixLI,4.184480284,GID7174766
DL_mixLI,-9.094404145,GID7174775
DL_mixLI,-7.383445551,GID7174798
DL_mixLI,-12.98158742,GID7174801
DL_mixLI,-35.79956691,GID7174803
DL_mixLI,-35.40196032,GID7174804
DL_mixLI,-3.08086552,GID7175758
DL_mixLI,-4.668612131,GID7175794
DL_mixLI,-3.10088873,GID7175808
DL_mixLI,-2.322638793,GID7175809
DL_mixLI,1.515152858,GID7175811
DL_mixLI,-23.59928308,GID7175819
DL_mixLI,-22.83984714,GID7175837
DL_mixLI,-18.14263855,GID7175851
DL_mixLI,-38.56319483,GID7175852
DL_mixLI,-31.39999243,GID7175853
DL_mixLI,-31.09593277,GID7175855
DL_mixLI,-47.3050896,GID7175856
DL_mixLI,4.549067229,GID7175858
DL_mixLI,-4.708895813,GID7175859
DL_mixLI,-7.665904027,GID7175877
DL_mixLI,-16.88453412,GID7175894
DL_mixLI,-35.30365506,GID7175897
DL_mixLI,-6.836357892,GID7175901
DL_mixLI,-41.93329905,GID7175911
DL_mixLI,-35.15169452,GID7175914
DL_mixLI,-22.69273498,GID7175920
DL_mixLI,-37.82135829,GID7175926
DL_mixLI,-2.115718412,GID7175930
DL_mixLI,-13.03426068,GID7175951
DL_mixLI,-5.429103008,GID7175970
DL_mixLI,-2.589943789,GID7175977
DL_mixLI,-32.00559752,GID7175978
DL_mixLI,-15.92580674,GID7175990
DL_mixLI,-58.39539717,GID7175993
DL_mixLI,-55.9607734,GID7175997
DL_mixLI,-29.10726039,GID7176009
DL_mixLI,-2.562897137,GID7176013
DL_mixLI,-45.83789714,GID7176014
DL_mixLI,-10.55718881,GID7176018
DL_mixLI,5.651461815,GID7176027
DL_mixLI,-11.87144666,GID7176031
DL_mixLI,11.33355334,GID7176050
DL_mixLI,-6.615398705,GID7176058
DL_mixLI,-5.148911716,GID7176059
DL_mixLI,-25.807067,GID7176068
DL_mixLI,-48.06559906,GID7176104
DL_mixLI,-20.647067,GID7176110
DL_mixLI,-22.89796262,GID7176115
DL_mixLI,-2.699158144,GID7176119
DL_mixLI,7.416295233,GID7176152
DL_mixLI,-24.41456771,GID7176175
DL_mixLI,-4.370411967,GID7176182
DL_mixLI,-5.868999692,GID7176183
DL_mixLI,-1.733551166,GID7176271
DL_mixLI,-2.865033304,GID7176275
DL_mixLI,-8.825074425,GID7176276
DL_mixLI,-9.989975793,GID7176278
DL_mixLI,-7.936470307,GID7176280
DL_mixLI,-0.2319067,GID7176284
DL_mixLI,3.193605158,GID7176289
DL_mixLI,-5.20745331,GID7176320
DL_mixLI,-7.246194582,GID7176353
DL_mixLI,4.524014633,GID7176356
DL_mixLI,-5.836681013,GID7176362
DL_mixLI,-15.18244913,GID7176374
DL_mixLI,-0.596154968,GID7176407
DL_mixLI,5.341941043,GID7176409
DL_mixLI,-7.987858697,GID7176410
DL_mixLI,-16.06834513,GID7176411
DL_mixLI,-25.51802766,GID7176414
DL_mixLI,-11.24876981,GID7176432
DL_mixLI,1.444880808,GID7176443
DL_mixLI,-15.15963276,GID7176455
DL_mixLI,-3.230709901,GID7176513
DL_mixLI,0.009290099,GID7176522
DL_mixLI,10.65759555,GID7176542
DL_mixLI,-13.27556447,GID7176554
DL_mixLI,8.427590813,GID7176556
DL_mixLI,0.510207823,GID7176563
DL_mixLI,-2.443821463,GID7176565
DL_mixLI,-14.45453292,GID7176569
DL_mixLI,-17.43552317,GID7176603
DL_mixLI,-39.8890428,GID7176604
DL_mixLI,-22.26659839,GID7176609
DL_mixLI,-12.27117028,GID7176610
DL_mixLI,-26.01378336,GID7176611
DL_mixLI,-15.14540036,GID7176616
DL_mixLI,-21.02258637,GID7176617
DL_mixLI,7.057051779,GID7176618
DL_mixLI,-17.0659047,GID7176624
DL_mixLI,-4.890904702,GID7176626
DL_mixLI,-35.18338364,GID7176635
DL_mixLI,-16.52011622,GID7176637
DL_mixLI,-11.6396939,GID7176640
DL_mixLI,-27.1196939,GID7176644
DL_mixLI,-39.49312041,GID7176648
DL_mixLI,-23.26775856,GID7176668
DL_mixLI,-20.56188649,GID7176669
DL_mixLI,0.92610966,GID7176676
DL_mixLI,-24.01688649,GID7176693
DL_mixLI,-1.945873089,GID7176695
DL_mixLI,-6.573364798,GID7176731
