trait,blue,GID
DL_mixLI,-0.410196778,GID7396540
DL_mixLI,-7.059222175,GID7396549
DL_mixLI,-10.96099474,GID7396550
DL_mixLI,-21.51399991,GID7396555
DL_mixLI,-3.535994739,GID7396560
DL_mixLI,-12.11861592,GID7396566
DL_mixLI,-8.284574164,GID7396624
DL_mixLI,-7.597871197,GID7396638
DL_mixLI,-26.47725159,GID7396639
DL_mixLI,-9.851832108,GID7396709
DL_mixLI,-2.716991874,GID7396710
DL_mixLI,-8.365880758,GID7396745
DL_mixLI,-30.69401252,GID7396825
DL_mixLI,-15.41299143,GID7396856
DL_mixLI,-7.740322782,GID7396931
DL_mixLI,-22.58989523,GID7396982
DL_mixLI,-6.215844419,GID7397011
DL_mixLI,-11.33050427,GID7397016
DL_mixLI,-11.67049156,GID7397021
DL_mixLI,-22.47399549,GID7397025
DL_mixLI,-12.69380208,GID7397073
DL_mixLI,-4.923802079,GID7397094
DL_mixLI,-5.291497879,GID7397107
DL_mixLI,-9.032896868,GID7397162
DL_mixLI,-7.570634028,GID7397172
DL_mixLI,-8.073752284,GID7397183
DL_mixLI,-5.444112717,GID7397189
DL_mixLI,-11.18238336,GID7397194
DL_mixLI,-6.37202992,GID7397195
DL_mixLI,-8.108667127,GID7397234
DL_mixLI,-3.182640849,GID7397241
DL_mixLI,-10.98852728,GID7397244
DL_mixLI,-29.43215835,GID7397245
DL_mixLI,-8.378174191,GID7397281
DL_mixLI,-6.788939269,GID7397361
DL_mixLI,-7.84858641,GID7397362
DL_mixLI,-5.308106183,GID7397363
DL_mixLI,-4.532090343,GID7397371
DL_mixLI,-25.93438266,GID7397372
DL_mixLI,-15.36645356,GID7397442
DL_mixLI,-5.450872952,GID7397500
DL_mixLI,-11.07444171,GID7397501
DL_mixLI,-3.479441712,GID7397504
DL_mixLI,-10.91798108,GID7397520
DL_mixLI,-10.32351274,GID7397531
DL_mixLI,-28.6297988,GID7397538
DL_mixLI,-39.25919877,GID7397540
DL_mixLI,-13.17329949,GID7397590
DL_mixLI,-18.23475012,GID7397604
DL_mixLI,-25.34421439,GID7397627
DL_mixLI,-6.289927449,GID7397661
DL_mixLI,-23.8553459,GID7397666
DL_mixLI,-25.2453459,GID7397670
DL_mixLI,-21.42402973,GID7397672
DL_mixLI,-4.595639123,GID7397682
DL_mixLI,-9.303366488,GID7397687
DL_mixLI,-33.90847839,GID7397691
DL_mixLI,-7.688366488,GID7397713
DL_mixLI,-23.58579093,GID7397720
DL_mixLI,-39.01032379,GID7397728
DL_mixLI,-7.478873157,GID7397747
DL_mixLI,-17.73400994,GID7397754
DL_mixLI,-18.37831023,GID7397762
DL_mixLI,-11.76400994,GID7397771
DL_mixLI,-25.97674953,GID7397815
DL_mixLI,-15.82157267,GID7397891
DL_mixLI,-9.579868158,GID7397892
DL_mixLI,-8.315554187,GID7397893
DL_mixLI,-39.13463653,GID7397995
DL_mixLI,-15.18590327,GID7398005
DL_mixLI,1.904884117,GID7398014
DL_mixLI,-43.36101517,GID7398018
DL_mixLI,-24.19214459,GID7398019
DL_mixLI,-17.51630745,GID7398020
DL_mixLI,-10.66007008,GID7398023
DL_mixLI,-24.40437747,GID7398092
DL_mixLI,-23.42985682,GID7398119
DL_mixLI,-9.7561992,GID7398192
DL_mixLI,-19.09417049,GID7398197
DL_mixLI,-28.16100747,GID7398211
DL_mixLI,-30.16328011,GID7398212
DL_mixLI,-14.6172488,GID7398217
DL_mixLI,-27.89397982,GID7398225
DL_mixLI,-10.36140506,GID7398235
DL_mixLI,-11.73262805,GID7398238
DL_mixLI,-14.00762805,GID7398243
DL_mixLI,-7.42937896,GID7398245
DL_mixLI,-15.23505578,GID7398254
DL_mixLI,-5.087759207,GID7398266
DL_mixLI,-11.99396516,GID7398274
DL_mixLI,-10.87751571,GID7398289
DL_mixLI,-9.747590059,GID7398307
DL_mixLI,-14.62009431,GID7398322
DL_mixLI,-6.137790983,GID7398326
DL_mixLI,-10.06707504,GID7398344
DL_mixLI,-9.047075043,GID7398352
DL_mixLI,-8.145151013,GID7398376
DL_mixLI,-7.92847996,GID7398377
DL_mixLI,-15.8204193,GID7398400
DL_mixLI,-17.44764197,GID7398412
DL_mixLI,-12.05852172,GID7398427
DL_mixLI,-16.49739256,GID7398428
DL_mixLI,-8.976017466,GID7398431
DL_mixLI,-21.87129674,GID7398433
DL_mixLI,-23.30061992,GID7398434
DL_mixLI,-12.80629674,GID7398435
DL_mixLI,-17.82305329,GID7398438
DL_mixLI,-14.55557203,GID7398439
DL_mixLI,-9.45453012,GID7398443
DL_mixLI,-9.734634295,GID7398451
DL_mixLI,-11.85955994,GID7398452
DL_mixLI,-16.47433834,GID7398455
DL_mixLI,-4.528313774,GID7398462
DL_mixLI,-9.640978666,GID7398463
DL_mixLI,-5.914662656,GID7398471
DL_mixLI,-24.92580952,GID7398485
DL_mixLI,-15.01551356,GID7398529
DL_mixLI,-16.69554139,GID7398640
DL_mixLI,-12.56706701,GID7398685
DL_mixLI,-42.66262237,GID7398700
DL_mixLI,-20.64012953,GID7398701
DL_mixLI,-8.505204628,GID7398758
DL_mixLI,0.397811278,GID7398813
DL_mixLI,-5.771880261,GID7398846
DL_mixLI,-12.91567755,GID7398872
DL_mixLI,2.268240068,GID7398884
DL_mixLI,-18.51345329,GID7398894
DL_mixLI,-5.553785159,GID7398895
DL_mixLI,-0.493688499,GID7398903
DL_mixLI,-3.24615613,GID7398909
DL_mixLI,-29.16922953,GID7398915
DL_mixLI,-3.34864897,GID7398920
DL_mixLI,-7.142461486,GID7398925
DL_mixLI,-8.671783216,GID7398926
DL_mixLI,-3.352461486,GID7398929
DL_mixLI,-3.01222528,GID7398953
DL_mixLI,-9.74163039,GID7398957
DL_mixLI,-2.576265943,GID7398976
DL_mixLI,-6.737668512,GID7399011
DL_mixLI,-12.43256277,GID7399013
DL_mixLI,-14.34815071,GID7399014
DL_mixLI,-11.46150484,GID7399072
DL_mixLI,-23.60344232,GID7399118
DL_mixLI,-3.243515479,GID7399121
DL_mixLI,-2.408193455,GID7399179
DL_mixLI,0.115841928,GID7399180
DL_mixLI,-6.069699101,GID7399181
DL_mixLI,-5.293314322,GID7399267
DL_mixLI,-13.57911854,GID7399277
DL_mixLI,-1.852041357,GID7399289
DL_mixLI,-7.453933749,GID7399290
DL_mixLI,-6.976825079,GID7399321
DL_mixLI,-14.86961202,GID7399345
DL_mixLI,-17.29983065,GID7399399
DL_mixLI,-9.60664669,GID7399403
DL_mixLI,-4.631949731,GID7399413
DL_mixLI,-6.16407624,GID7399442
DL_mixLI,-3.19151311,GID7399445
DL_mixLI,-14.43860269,GID7399457
DL_mixLI,-28.57294758,GID7399469
DL_mixLI,-3.560570148,GID7399471
DL_mixLI,-30.75549679,GID7399473
DL_mixLI,-24.7310011,GID7399478
DL_mixLI,-27.00205955,GID7399485
DL_mixLI,-11.48483636,GID7399491
DL_mixLI,-2.077337746,GID7399496
DL_mixLI,-7.352337746,GID7399497
DL_mixLI,-19.07170074,GID7399499
DL_mixLI,-9.108389543,GID7399537
DL_mixLI,-11.19933251,GID7399539
DL_mixLI,-11.69622152,GID7399541
DL_mixLI,-22.07091848,GID7399545
DL_mixLI,-6.916221516,GID7399548
DL_mixLI,-6.152365742,GID7399578
DL_mixLI,2.626129569,GID7399583
DL_mixLI,-10.1111717,GID7399601
DL_mixLI,-4.549197616,GID7399607
DL_mixLI,-7.40481172,GID7399609
DL_mixLI,-27.71031576,GID7399610
DL_mixLI,-6.86450949,GID7399612
DL_mixLI,-19.1651646,GID7399613
DL_mixLI,-7.789090735,GID7399615
DL_mixLI,-2.146707446,GID7399616
DL_mixLI,-14.34021354,GID7399619
DL_mixLI,-4.254387104,GID7399621
DL_mixLI,-19.00408487,GID7399623
DL_mixLI,-6.018666119,GID7399627
DL_mixLI,-11.43199794,GID7399631
DL_mixLI,-6.743480838,GID7399636
DL_mixLI,-16.11449655,GID7399637
DL_mixLI,-15.1799153,GID7399638
DL_mixLI,-16.37319935,GID7399639
DL_mixLI,-1.884511355,GID7399640
DL_mixLI,-11.20197433,GID7399641
DL_mixLI,-26.5498144,GID7399643
DL_mixLI,-17.16607412,GID7399644
DL_mixLI,-31.75315626,GID7399645
DL_mixLI,-29.97315626,GID7399651
DL_mixLI,-25.22683425,GID7399653
DL_mixLI,-26.52532131,GID7399712
DL_mixLI,-2.922703879,GID7399739
DL_mixLI,-0.505596578,GID7399789
DL_mixLI,-6.636089643,GID7399816
DL_mixLI,-4.704367069,GID7399819
DL_mixLI,-3.644367069,GID7399821
DL_mixLI,-3.300119383,GID7399823
DL_mixLI,-9.682439104,GID7399829
DL_mixLI,-36.30591759,GID7399830
DL_mixLI,-15.70091759,GID7399832
DL_mixLI,-12.49551388,GID7399834
DL_mixLI,-11.74401663,GID7399841
DL_mixLI,-6.865873868,GID7399875
DL_mixLI,-28.36708641,GID7399878
DL_mixLI,-14.34287001,GID7399900
DL_mixLI,-22.7339612,GID7399902
DL_mixLI,-18.84526088,GID7399908
DL_mixLI,-7.238977602,GID7399946
DL_mixLI,-18.36550156,GID7399947
DL_mixLI,-0.336104127,GID7399950
DL_mixLI,-20.10056935,GID7399956
DL_mixLI,-23.32108046,GID7399966
DL_mixLI,-48.65665914,GID7400062
DL_mixLI,-12.64219437,GID7400069
DL_mixLI,-12.77863211,GID7400073
DL_mixLI,-40.04840691,GID7400087
DL_mixLI,-27.06986063,GID7400088
DL_mixLI,-23.75182167,GID7400090
DL_mixLI,-17.48392897,GID7400091
DL_mixLI,-12.92664643,GID7400168
DL_mixLI,-13.02484792,GID7400194
DL_mixLI,-26.41583818,GID7400204
DL_mixLI,0.97496003,GID7400209
DL_mixLI,-8.028696412,GID7400224
DL_mixLI,-8.967659966,GID7400239
DL_mixLI,-11.68275379,GID7400251
DL_mixLI,-4.138400804,GID7400265
DL_mixLI,-10.6450413,GID7400267
DL_mixLI,-9.456451884,GID7400276
DL_mixLI,-3.641949254,GID7400278
DL_mixLI,-10.44828982,GID7400279
DL_mixLI,-3.297130601,GID7400281
DL_mixLI,-2.328408065,GID7400282
DL_mixLI,-6.191934795,GID7400293
DL_mixLI,-1.463205014,GID7400294
DL_mixLI,0.921106325,GID7400298
DL_mixLI,-1.779809274,GID7400299
DL_mixLI,-4.179809274,GID7400301
DL_mixLI,-12.55181253,GID7400305
DL_mixLI,-6.229811445,GID7400306
DL_mixLI,-10.20481144,GID7400308
DL_mixLI,-11.79000061,GID7400311
DL_mixLI,-10.47466255,GID7400313
DL_mixLI,-10.37655455,GID7400315
DL_mixLI,-3.755196418,GID7400316
DL_mixLI,-6.311554546,GID7400318
DL_mixLI,-10.51638114,GID7400331
DL_mixLI,-11.78471464,GID7400383
DL_mixLI,-2.127888387,GID7400437
DL_mixLI,-3.533069734,GID7400441
DL_mixLI,-13.92914013,GID7400442
DL_mixLI,-1.234235364,GID7400443
DL_mixLI,-5.139149102,GID7400446
DL_mixLI,-5.434068439,GID7400448
DL_mixLI,0.172209025,GID7400453
DL_mixLI,-5.310190059,GID7400456
DL_mixLI,-6.23848254,GID7400457
DL_mixLI,-9.823496998,GID7400458
DL_mixLI,-19.26650399,GID7400459
DL_mixLI,-5.979955809,GID7400460
DL_mixLI,-8.486077429,GID7400466
DL_mixLI,-26.55631035,GID7400467
DL_mixLI,-8.807071572,GID7400471
DL_mixLI,-1.393311438,GID7400478
DL_mixLI,-4.817189818,GID7400482
DL_mixLI,-7.787425204,GID7400488
DL_mixLI,-17.55053321,GID7400490
DL_mixLI,-3.558466161,GID7400491
DL_mixLI,-2.861943799,GID7400511
DL_mixLI,2.956899188,GID7400537
DL_mixLI,-35.68941652,GID7400551
DL_mixLI,-6.641489795,GID7400571
DL_mixLI,-18.29017344,GID7400579
DL_mixLI,-2.484878322,GID7400582
DL_mixLI,4.016824581,GID7400583
DL_mixLI,1.972688425,GID7400585
DL_mixLI,-21.91731157,GID7400595
DL_mixLI,-0.023166798,GID7400597
DL_mixLI,-0.785761112,GID7400598
DL_mixLI,-4.823884026,GID7400602
DL_mixLI,-5.163884026,GID7400624
DL_mixLI,4.982233442,GID7400639
DL_mixLI,-3.419469461,GID7400641
DL_mixLI,-6.471903398,GID7400644
DL_mixLI,-0.18700963,GID7400646
DL_mixLI,-23.9019034,GID7400649
DL_mixLI,-7.851600109,GID7400651
DL_mixLI,-5.642955513,GID7400656
DL_mixLI,-4.139381715,GID7400670
DL_mixLI,-9.094271864,GID7400676
DL_mixLI,-4.449496227,GID7400679
DL_mixLI,-10.38122137,GID7400696
DL_mixLI,3.075503773,GID7400699
DL_mixLI,-1.572445832,GID7400700
DL_mixLI,0.10372421,GID7400701
DL_mixLI,1.350080896,GID7400702
DL_mixLI,-4.026874266,GID7400704
DL_mixLI,8.08323265,GID7400717
DL_mixLI,6.057082158,GID7400724
DL_mixLI,4.874008434,GID7400729
DL_mixLI,-8.738171077,GID7400738
DL_mixLI,3.383902202,GID7400741
DL_mixLI,-3.392376407,GID7400743
DL_mixLI,-25.79181569,GID7400746
DL_mixLI,-23.4991036,GID7400747
DL_mixLI,-17.31287881,GID7400748
DL_mixLI,-28.66813204,GID7400749
DL_mixLI,-14.06233737,GID7400751
DL_mixLI,1.35836713,GID7400752
DL_mixLI,-8.110915642,GID7400754
DL_mixLI,-10.09916201,GID7400757
DL_mixLI,2.364664909,GID7400758
DL_mixLI,-7.562901154,GID7400769
DL_mixLI,-1.971719932,GID7400770
DL_mixLI,-1.631176013,GID7400771
DL_mixLI,-7.265334406,GID7400772
DL_mixLI,-4.261222752,GID7400794
DL_mixLI,-10.24532275,GID7400816
DL_mixLI,-9.346899575,GID7400819
DL_mixLI,-1.494015289,GID7400872
DL_mixLI,-23.79510064,GID7402206
DL_mixLI,-25.50010064,GID7402209
DL_mixLI,-17.36074043,GID7402211
DL_mixLI,-20.24246135,GID7402225
DL_mixLI,-4.703063099,GID7402229
DTHD,96.47450889,GID304660
DTHD,95.15349211,GID3872194
DTHD,100.5465143,GID4754390
DTHD,100.1094232,GID4755014
DTHD,90.11693224,GID5398434
DTHD,104.3499154,GID5398530
DTHD,94.12133179,GID6175067
DTHD,96.55634047,GID6332122
DTHD,98.76636938,GID6333158
DTHD,98.35702042,GID6341870
DTHD,91.29582436,GID6415882
DTHD,102.5819996,GID7045243
DTHD,100.536973,GID7046099
DTHD,104.4077696,GID7046102
DTHD,93.12458362,GID7046872
DTHD,99.59552503,GID7047125
DTHD,97.57107875,GID7047155
DTHD,100.9427828,GID7047177
DTHD,99.90776956,GID7171172
DTHD,103.4956885,GID7173521
DTHD,95.45356318,GID7173803
DTHD,93.52345139,GID7173851
DTHD,99.57107875,GID7174031
DTHD,100.458271,GID7174115
DTHD,97.56214599,GID7174116
DTHD,103.1169322,GID7174267
DTHD,96.69850411,GID7174312
DTHD,100.8518649,GID7174319
DTHD,101.4464272,GID7174330
DTHD,101.5458645,GID7174332
DTHD,100.5756307,GID7174396
DTHD,99.65216999,GID7174418
DTHD,97.98960248,GID7174421
DTHD,95.63560278,GID7174520
DTHD,101.4666232,GID7174523
DTHD,96.66062292,GID7174524
DTHD,96.76692837,GID7174530
DTHD,98.16249436,GID7174534
DTHD,99.19025728,GID7174537
DTHD,100.397695,GID7174540
DTHD,92.79138951,GID7174702
DTHD,97.87625678,GID7175837
DTHD,90.28126788,GID7176353
DTHD,102.7812679,GID7176616
DTHD,101.0268776,GID7176626
DTHD,97.00243127,GID7176751
DTHD,100.6018808,GID7176774
DTHD,100.156667,GID7177031
DTHD,100.5079414,GID7177041
DTHD,98.40381952,GID7177105
DTHD,98.76047051,GID7177375
DTHD,97.53784008,GID7177376
DTHD,98.3201985,GID7177390
DTHD,98.8201985,GID7177433
DTHD,92.02923956,GID7177664
DTHD,98.73667724,GID7177666
DTHD,101.0014766,GID7177669
DTHD,101.0014766,GID7177673
DTHD,92.55881689,GID7177875
DTHD,91.83618646,GID7177969
DTHD,97.50285782,GID7178454
DTHD,98.58703209,GID7178457
DTHD,99.02730411,GID7178542
DTHD,102.0257687,GID7178769
DTHD,100.1053517,GID7213309
DTHD,103.959416,GID7310203
DTHD,93.44636419,GID7310216
DTHD,100.4959002,GID7310251
DTHD,93.16328003,GID7310279
DTHD,98.97180948,GID7310280
DTHD,93.11452298,GID7310282
DTHD,100.81266,GID7310284
DTHD,92.44739293,GID7310290
DTHD,94.81266005,GID7310307
DTHD,95.00931798,GID7310407
DTHD,100.6260378,GID7310414
DTHD,98.02093562,GID7310415
DTHD,98.74441894,GID7310423
DTHD,104.224675,GID7310428
DTHD,98.89571344,GID7310430
DTHD,99.76574756,GID7310511
DTHD,95.31300199,GID7310601
DTHD,98.76574756,GID7310606
DTHD,97.36885078,GID7310617
DTHD,93.75599703,GID7310628
DTHD,96.9045623,GID7310629
DTHD,96.60612066,GID7310635
DTHD,97.06718006,GID7310700
DTHD,93.46218708,GID7310704
DTHD,96.34546731,GID7310720
DTHD,94.32378246,GID7310723
DTHD,97.96610667,GID7310770
DTHD,97.75293068,GID7310771
DTHD,94.54131311,GID7310775
DTHD,98.37958541,GID7310785
DTHD,106.7197596,GID7310788
DTHD,106.5201631,GID7310789
DTHD,99.91126787,GID7310794
DTHD,103.5496725,GID7310795
DTHD,92.15872194,GID7310797
DTHD,105.4683708,GID7310799
DTHD,93.91532434,GID7310804
DTHD,95.92111634,GID7310807
DTHD,98.61966528,GID7310835
DTHD,93.03211369,GID7310862
DTHD,96.03211369,GID7310893
DTHD,91.10360581,GID7310894
DTHD,94.9116297,GID7310902
DTHD,95.9960965,GID7310905
DTHD,93.27851653,GID7310906
DTHD,92.72509694,GID7310918
DTHD,95.51912076,GID7310946
DTHD,99.30916836,GID7310981
DTHD,96.47417546,GID7311017
DTHD,89.44516479,GID7311040
DTHD,92.44516479,GID7311059
DTHD,100.5693711,GID7311077
DTHD,90.77362985,GID7311105
DTHD,92.69533078,GID7311132
DTHD,93.55726663,GID7311134
DTHD,93.94254775,GID7311152
DTHD,101.323059,GID7311160
DTHD,99.823059,GID7311174
DTHD,99.26406752,GID7311249
DTHD,93.49635324,GID7311300
DTHD,93.52123273,GID7311326
DTHD,102.147046,GID7311365
DTHD,98.45162133,GID7311467
DTHD,93.83142961,GID7311478
DTHD,100.2417158,GID7311520
DTHD,97.53127378,GID7311544
DTHD,100.3258252,GID7311551
DTHD,93.32582522,GID7311555
DTHD,93.59522905,GID7311566
DTHD,100.5174477,GID7311612
DTHD,93.45989443,GID7311762
DTHD,91.73227099,GID7311884
DTHD,92.97412928,GID7311894
DTHD,98.5826045,GID7311895
DTHD,96.05584948,GID7311967
DTHD,98.16442194,GID7312045
DTHD,93.67742064,GID7312063
DTHD,97.67470118,GID7312066
DTHD,93.13873542,GID7312069
DTHD,95.06351007,GID7312071
DTHD,96.30427653,GID7312074
DTHD,102.5179629,GID7312081
DTHD,101.9815613,GID7312084
DTHD,102.8190049,GID7312085
DTHD,91.48677897,GID7312092
DTHD,95.60789548,GID7312215
DTHD,90.96509778,GID7312223
DTHD,96.59228272,GID7312242
DTHD,97.98614362,GID7312262
DTHD,97.80214068,GID7312313
DTHD,100.4608074,GID7312360
DTHD,99.6505822,GID7312378
DTHD,93.83451214,GID7312386
DTHD,93.80280956,GID7312398
DTHD,102.889752,GID7312429
DTHD,106.0788401,GID7312454
DTHD,102.0905034,GID7312470
DTHD,92.76618794,GID7312485
DTHD,96.39418509,GID7312523
DTHD,96.65906651,GID7312527
DTHD,98.82452199,GID7312620
DTHD,104.6216993,GID7312655
DTHD,100.4306959,GID7312670
DTHD,103.4595068,GID7312673
DTHD,96.93195367,GID7312736
DTHD,93.62051024,GID7312934
DTHD,91.6471126,GID7312955
DTHD,100.6612482,GID7313022
DTHD,102.3938631,GID7313023
DTHD,101.6520944,GID7313027
DTHD,97.9476981,GID7313028
DTHD,94.98743111,GID7313031
DTHD,101.9476981,GID7313040
DTHD,89.72249266,GID7313048
DTHD,92.22238908,GID7313112
DTHD,91.73658642,GID7313172
DTHD,99.82936767,GID7313312
DTHD,99.73989662,GID7313318
DTHD,92.3628281,GID7313327
DTHD,106.2679189,GID7313358
DTHD,101.9209663,GID7313392
DTHD,102.1776633,GID7313395
DTHD,100.7381682,GID7313406
DTHD,99.19098879,GID7313459
DTHD,94.42109206,GID7313462
DTHD,93.91909634,GID7313608
DTHD,103.0926043,GID7313663
DTHD,94.77223569,GID7313678
DTHD,101.7452151,GID7313682
DTHD,93.73488701,GID7313697
DTHD,99.51455622,GID7313708
DTHD,97.58733928,GID7313724
DTHD,91.96225945,GID7313754
DTHD,93.50187555,GID7313767
DTHD,92.51971125,GID7313770
DTHD,98.56781989,GID7313804
DTHD,98.81944644,GID7313806
DTHD,94.30729752,GID7313811
DTHD,100.1763225,GID7314091
DTHD,101.0718815,GID7395684
DTHD,101.5075109,GID7395694
DTHD,95.50751089,GID7395818
DTHD,94.0941489,GID7395822
DTHD,103.683263,GID7395864
DTHD,96.19902631,GID7395899
DTHD,92.14531932,GID7395907
DTHD,92.34173981,GID7395915
DTHD,96.89049686,GID7395926
DTHD,99.26904302,GID7395953
DTHD,98.79733555,GID7395966
DTHD,98.58006246,GID7395971
DTHD,100.0800625,GID7395976
DTHD,97.73620764,GID7396029
DTHD,99.01766041,GID7396039
DTHD,100.5176604,GID7396072
DTHD,92.01563355,GID7396083
DTHD,98.48734101,GID7396102
DTHD,95.99590023,GID7396103
DTHD,95.270456,GID7396104
DTHD,102.0431057,GID7396125
DTHD,98.7842149,GID7396133
DTHD,93.7722084,GID7396135
DTHD,98.18514887,GID7396136
DTHD,98.64720519,GID7396139
DTHD,96.67510965,GID7396142
DTHD,95.83839488,GID7396143
DTHD,99.4335921,GID7396151
DTHD,98.90456837,GID7396153
DTHD,99.20814787,GID7396155
DTHD,101.5516983,GID7396161
DTHD,98.99024175,GID7396171
DTHD,90.78300788,GID7396172
DTHD,96.75448619,GID7396173
DTHD,99.4414847,GID7396174
DTHD,98.75448619,GID7396176
DTHD,94.94342543,GID7396184
DTHD,95.37212921,GID7396194
DTHD,92.66197267,GID7396207
DTHD,93.01484272,GID7396208
DTHD,92.96423349,GID7396209
DTHD,96.95567428,GID7396227
DTHD,101.5823397,GID7396228
DTHD,101.3209414,GID7396235
DTHD,100.7666937,GID7396236
DTHD,99.98507606,GID7396237
DTHD,94.98507606,GID7396244
DTHD,98.92961357,GID7396248
DTHD,98.88235914,GID7396257
DTHD,95.74302914,GID7396327
DTHD,98.09652835,GID7396355
DTHD,101.8957134,GID7396461
DTHD,91.93211036,GID7396477
DTHD,95.54365412,GID7396482
DTHD,100.9947764,GID7396535
DTHD,98.49477636,GID7396538
DTHD,99.16938113,GID7396540
DTHD,91.36185746,GID7396549
DTHD,93.05220863,GID7396550
DTHD,89.83049588,GID7396555
DTHD,104.0522086,GID7396560
DTHD,96.65334894,GID7396566
DTHD,91.01509021,GID7396624
DTHD,92.09068294,GID7396638
DTHD,92.62019234,GID7396639
DTHD,97.51145804,GID7396709
DTHD,93.93229138,GID7396710
DTHD,99.43280419,GID7396745
DTHD,94.95897735,GID7396825
DTHD,91.07369623,GID7396856
DTHD,94.19533078,GID7396931
DTHD,95.47319522,GID7396982
DTHD,94.55229489,GID7397011
DTHD,97.16124579,GID7397016
DTHD,95.13059396,GID7397021
DTHD,96.37119819,GID7397025
DTHD,95.07209141,GID7397073
DTHD,99.07209141,GID7397094
DTHD,92.34813457,GID7397107
DTHD,101.2922323,GID7397162
DTHD,92.4767727,GID7397172
DTHD,93.69574556,GID7397183
DTHD,101.1477489,GID7397189
DTHD,101.091909,GID7397194
DTHD,96.29788515,GID7397195
DTHD,92.06602309,GID7397234
DTHD,93.75295123,GID7397241
DTHD,93.87981209,GID7397244
DTHD,98.27597549,GID7397245
DTHD,100.3311125,GID7397281
DTHD,93.90452229,GID7397361
DTHD,93.98282137,GID7397362
DTHD,95.2785626,GID7397363
DTHD,91.7234256,GID7397371
DTHD,94.33213258,GID7397372
DTHD,92.75964522,GID7397442
DTHD,95.93780877,GID7397500
DTHD,90.09601073,GID7397501
DTHD,101.5960107,GID7397504
DTHD,91.6011956,GID7397520
DTHD,94.0617064,GID7397531
DTHD,93.00387107,GID7397538
DTHD,92.71978294,GID7397540
DTHD,94.42596731,GID7397590
DTHD,90.48544022,GID7397604
DTHD,97.94481013,GID7397627
DTHD,103.6591969,GID7397661
DTHD,99.05072164,GID7397666
DTHD,94.55072164,GID7397670
DTHD,101.686658,GID7397672
DTHD,97.60019439,GID7397682
DTHD,92.640118,GID7397687
DTHD,95.42100077,GID7397691
DTHD,101.640118,GID7397713
DTHD,92.40897245,GID7397720
DTHD,91.49901682,GID7397728
DTHD,91.43954391,GID7397747
DTHD,93.14577251,GID7397754
DTHD,93.50525236,GID7397762
DTHD,91.14577251,GID7397771
DTHD,94.61014687,GID7397815
DTHD,90.07529862,GID7397891
DTHD,98.74160917,GID7397892
DTHD,90.8996857,GID7397893
DTHD,96.09111072,GID7397995
DTHD,92.1362192,GID7398005
DTHD,93.62328634,GID7398014
DTHD,94.91710197,GID7398018
DTHD,96.13722229,GID7398019
DTHD,91.77780795,GID7398020
DTHD,94.35407413,GID7398023
DTHD,93.68615942,GID7398092
DTHD,94.71833504,GID7398119
DTHD,92.01863669,GID7398192
DTHD,94.50470074,GID7398197
DTHD,95.0246797,GID7398211
DTHD,94.48475609,GID7398212
DTHD,94.52568279,GID7398217
DTHD,96.12527624,GID7398225
DTHD,90.36577119,GID7398235
DTHD,91.52409724,GID7398238
DTHD,92.02409724,GID7398243
DTHD,92.10614701,GID7398245
DTHD,95.02698969,GID7398254
DTHD,91.99124478,GID7398266
DTHD,96.01100349,GID7398274
DTHD,102.6766402,GID7398289
DTHD,93.53204932,GID7398307
DTHD,92.21532543,GID7398322
DTHD,92.89091186,GID7398326
DTHD,94.60372421,GID7398344
DTHD,96.60372421,GID7398352
DTHD,96.02162425,GID7398376
DTHD,93.14880918,GID7398377
DTHD,94.16442194,GID7398400
DTHD,94.06351007,GID7398412
DTHD,91.36580078,GID7398427
DTHD,94.66147884,GID7398428
DTHD,92.18252468,GID7398431
DTHD,92.64040807,GID7398433
DTHD,97.71956539,GID7398434
DTHD,96.14040807,GID7398435
DTHD,96.00440033,GID7398438
DTHD,97.59096028,GID7398439
DTHD,95.95763763,GID7398443
DTHD,98.88827209,GID7398451
DTHD,96.53286298,GID7398452
DTHD,99.49441119,GID7398455
DTHD,92.2202928,GID7398462
DTHD,95.49621215,GID7398463
DTHD,91.13552357,GID7398471
DTHD,95.03701669,GID7398485
DTHD,93.64315579,GID7398529
DTHD,91.30214068,GID7398640
DTHD,96.35475239,GID7398685
DTHD,92.16946497,GID7398700
DTHD,92.03182154,GID7398701
DTHD,102.5905034,GID7398758
DTHD,89.76329626,GID7398813
DTHD,94.50396734,GID7398846
DTHD,95.72209964,GID7398872
DTHD,91.74000651,GID7398884
DTHD,100.2749554,GID7398894
DTHD,94.35829234,GID7398895
DTHD,94.48711166,GID7398903
DTHD,93.05642392,GID7398909
DTHD,94.85911451,GID7398915
DTHD,92.19406735,GID7398920
DTHD,92.42973853,GID7398925
DTHD,91.73996369,GID7398926
DTHD,97.42973853,GID7398929
DTHD,93.37550149,GID7398953
DTHD,98.2677446,GID7398957
DTHD,94.71580176,GID7398976
DTHD,95.21917353,GID7399011
DTHD,92.51403291,GID7399013
DTHD,91.29735134,GID7399014
DTHD,89.79431024,GID7399072
DTHD,90.61724109,GID7399118
DTHD,89.85377586,GID7399121
DTHD,94.59410915,GID7399179
DTHD,95.6010564,GID7399180
DTHD,94.97305926,GID7399181
DTHD,92.47016757,GID7399267
DTHD,92.80801209,GID7399277
DTHD,96.96317193,GID7399289
DTHD,96.82697923,GID7399290
DTHD,89.90864584,GID7399321
