trait,blue,GID
DL_mean,-16.59676418,GID7312071
DL_mean,-19.51188584,GID7312074
DL_mean,-16.76663947,GID7312081
DL_mean,-32.91551922,GID7312084
DL_mean,-9.274005845,GID7312085
DL_mean,-21.4446415,GID7312092
DL_mean,-14.08293478,GID7312215
DL_mean,-11.33140074,GID7312223
DL_mean,-20.52782918,GID7312242
DL_mean,-35.71026992,GID7312262
DL_mean,-17.64416887,GID7312313
DL_mean,-10.76056556,GID7312360
DL_mean,-31.5207348,GID7312378
DL_mean,-20.61475935,GID7312386
DL_mean,-16.47463744,GID7312398
DL_mean,-10.59958156,GID7312429
DL_mean,-7.850734764,GID7312454
DL_mean,-24.04289642,GID7312470
DL_mean,-16.25716325,GID7312485
DL_mean,-11.91068804,GID7312523
DL_mean,-28.85238991,GID7312527
DL_mean,-10.35022851,GID7312620
DL_mean,1.379810031,GID7312655
DL_mean,-16.75640165,GID7312670
DL_mean,-2.382569187,GID7312673
DL_mean,-5.9579177,GID7312736
DL_mean,-12.13037557,GID7312934
DL_mean,-4.131921349,GID7312955
DL_mean,-7.892931862,GID7313022
DL_mean,-12.47689875,GID7313023
DL_mean,-27.48178511,GID7313027
DL_mean,-13.20547971,GID7313028
DL_mean,-6.144518595,GID7313031
DL_mean,-8.299014196,GID7313040
DL_mean,-18.8400538,GID7313048
DL_mean,-21.00597849,GID7313112
DL_mean,-15.27285989,GID7313172
DL_mean,-3.053343507,GID7313312
DL_mean,-11.39904218,GID7313318
DL_mean,-5.694518481,GID7313327
DL_mean,3.3158,GID7313358
DL_mean,-36.36051046,GID7313392
DL_mean,-33.97243711,GID7313395
DL_mean,-42.28157262,GID7313406
DL_mean,-5.224416144,GID7313459
DL_mean,-4.945187593,GID7313462
DL_mean,-6.186920974,GID7313608
DL_mean,-6.283943557,GID7313663
DL_mean,-4.75950961,GID7313678
DL_mean,-6.785972335,GID7313682
DL_mean,-10.73954672,GID7313697
DL_mean,-12.44739477,GID7313708
DL_mean,-9.192614478,GID7313724
DL_mean,-18.92527037,GID7313754
DL_mean,-13.57236544,GID7313767
DL_mean,-8.465303416,GID7313770
DL_mean,-0.128604405,GID7313804
DL_mean,-5.954682397,GID7313806
DL_mean,-9.667558092,GID7313811
DL_mean,-2.102410153,GID7314091
DL_mean,-9.506118195,GID7395684
DL_mean,-17.37472497,GID7395694
DL_mean,-7.427756335,GID7395818
DL_mean,-11.08479306,GID7395822
DL_mean,-2.999097869,GID7395864
DL_mean,-15.5913799,GID7395899
DL_mean,-19.61046424,GID7395907
DL_mean,-20.82639366,GID7395915
DL_mean,-9.892758688,GID7395926
DL_mean,-9.352742421,GID7395953
DL_mean,-8.048503126,GID7395966
DL_mean,-1.516443388,GID7395971
DL_mean,-8.26524398,GID7395976
DL_mean,-1.95695785,GID7396029
DL_mean,-8.714277225,GID7396039
DL_mean,-15.24960406,GID7396072
DL_mean,-8.763973539,GID7396083
DL_mean,-25.7551174,GID7396102
DL_mean,-23.80336046,GID7396103
DL_mean,-14.57399743,GID7396104
DL_mean,-3.689757757,GID7396125
DL_mean,-7.912085672,GID7396133
DL_mean,-9.177785962,GID7396135
DL_mean,-20.25197998,GID7396136
DL_mean,-12.27445813,GID7396139
DL_mean,-20.22249849,GID7396142
DL_mean,-10.4407722,GID7396143
DL_mean,2.14050956,GID7396151
DL_mean,-5.104215607,GID7396153
DL_mean,2.340663285,GID7396155
DL_mean,-12.72904895,GID7396161
DL_mean,-7.901966847,GID7396171
DL_mean,-8.817443357,GID7396172
DL_mean,-6.772949836,GID7396173
DL_mean,-25.07859005,GID7396174
DL_mean,-13.87405085,GID7396176
DL_mean,-35.54266691,GID7396184
DL_mean,-25.60853862,GID7396194
DL_mean,-18.18844575,GID7396207
DL_mean,-7.602776635,GID7396208
DL_mean,-33.37911644,GID7396209
DL_mean,-0.521014915,GID7396227
DL_mean,3.842776825,GID7396228
DL_mean,-38.83707532,GID7396235
DL_mean,-28.22919247,GID7396236
DL_mean,-11.25581189,GID7396237
DL_mean,-13.09730006,GID7396244
DL_mean,-17.77312984,GID7396248
DL_mean,-10.6906363,GID7396257
DL_mean,-14.57143543,GID7396327
DL_mean,-6.084006768,GID7396355
DL_mean,-11.01825489,GID7396461
DL_mean,-11.09173105,GID7396477
DL_mean,-12.29141599,GID7396482
DL_mean,-11.59552883,GID7396535
DL_mean,-12.84038484,GID7396538
DL_mean,-10.99426458,GID7396540
DL_mean,-9.139384749,GID7396549
DL_mean,-13.09823962,GID7396550
DL_mean,-23.97540986,GID7396555
DL_mean,-6.706403417,GID7396560
DL_mean,-14.36322216,GID7396566
DL_mean,-10.38604152,GID7396624
DL_mean,-10.90143301,GID7396638
DL_mean,-28.56102762,GID7396639
DL_mean,-12.01093113,GID7396709
DL_mean,-7.130169996,GID7396710
DL_mean,-11.10423418,GID7396745
DL_mean,-28.53587511,GID7396825
DL_mean,-12.27259435,GID7396856
DL_mean,-5.483095279,GID7396931
DL_mean,-20.22579903,GID7396982
DL_mean,-6.312397593,GID7397011
DL_mean,-8.475137467,GID7397016
DL_mean,-9.996085629,GID7397021
DL_mean,-20.76441717,GID7397025
DL_mean,-20.72395443,GID7397073
DL_mean,-7.893487156,GID7397094
DL_mean,-2.778104309,GID7397107
DL_mean,-5.619819086,GID7397162
DL_mean,-6.72867752,GID7397172
DL_mean,-6.626344746,GID7397183
DL_mean,-2.972885128,GID7397189
DL_mean,-8.829531847,GID7397194
DL_mean,-3.406256236,GID7397195
DL_mean,-12.06198012,GID7397234
DL_mean,0.034415921,GID7397241
DL_mean,-11.00999969,GID7397244
DL_mean,-28.33846565,GID7397245
DL_mean,-16.63245697,GID7397281
DL_mean,-4.535801477,GID7397361
DL_mean,-6.201896464,GID7397362
DL_mean,-2.451670061,GID7397363
DL_mean,-3.262617104,GID7397371
DL_mean,-23.13106427,GID7397372
DL_mean,-22.90076834,GID7397442
DL_mean,-2.402791547,GID7397500
DL_mean,-11.02793406,GID7397501
DL_mean,-5.952159388,GID7397504
DL_mean,-9.563913592,GID7397520
DL_mean,-26.96975332,GID7397531
DL_mean,-25.96292847,GID7397538
DL_mean,-36.33403889,GID7397540
DL_mean,-11.00363574,GID7397590
DL_mean,-15.32045223,GID7397604
DL_mean,-23.04934458,GID7397627
DL_mean,-11.18361161,GID7397661
DL_mean,-23.8795034,GID7397666
DL_mean,-25.04450344,GID7397670
DL_mean,-21.34168204,GID7397672
DL_mean,-7.348861286,GID7397682
DL_mean,-8.062612469,GID7397687
DL_mean,-31.82441037,GID7397691
DL_mean,-8.939313156,GID7397713
DL_mean,-24.50871834,GID7397720
DL_mean,-38.85167637,GID7397728
DL_mean,-7.890826099,GID7397747
DL_mean,-14.92208683,GID7397754
DL_mean,-15.13445619,GID7397762
DL_mean,-9.016839527,GID7397771
DL_mean,-23.55949559,GID7397815
DL_mean,-13.58770796,GID7397891
DL_mean,-10.35507177,GID7397892
DL_mean,-5.743867841,GID7397893
DL_mean,-37.74102576,GID7397995
DL_mean,-12.44499336,GID7398005
DL_mean,-1.870560296,GID7398014
DL_mean,-41.24036695,GID7398018
DL_mean,-22.9018699,GID7398019
DL_mean,-14.85100711,GID7398020
DL_mean,-14.68017925,GID7398023
DL_mean,-23.67266258,GID7398092
DL_mean,-22.27194421,GID7398119
DL_mean,-15.79231462,GID7398192
DL_mean,-19.13539726,GID7398197
DL_mean,-25.68820667,GID7398211
DL_mean,-27.26707651,GID7398212
DL_mean,-24.31824297,GID7398217
DL_mean,-26.42803013,GID7398225
DL_mean,-9.478649141,GID7398235
DL_mean,-11.82327078,GID7398238
DL_mean,-13.81830914,GID7398243
DL_mean,-6.839281404,GID7398245
DL_mean,-15.09205296,GID7398254
DL_mean,-3.717106286,GID7398266
DL_mean,-16.5786255,GID7398274
DL_mean,-10.98202756,GID7398289
DL_mean,-9.706687729,GID7398307
DL_mean,-14.80562779,GID7398322
DL_mean,-21.01666427,GID7398326
DL_mean,-16.61771672,GID7398344
DL_mean,-13.17426831,GID7398352
DL_mean,-8.004481239,GID7398376
DL_mean,-6.274991857,GID7398377
DL_mean,-17.11017755,GID7398400
DL_mean,-16.89666317,GID7398412
DL_mean,-18.19919079,GID7398427
DL_mean,-16.33402249,GID7398428
DL_mean,-16.03848623,GID7398431
DL_mean,-21.52914076,GID7398433
DL_mean,-24.13873478,GID7398434
DL_mean,-18.39331826,GID7398435
DL_mean,-17.02136646,GID7398438
DL_mean,-18.62351125,GID7398439
DL_mean,-10.30928443,GID7398443
DL_mean,-14.86183402,GID7398451
DL_mean,-13.30620878,GID7398452
DL_mean,-15.43523896,GID7398455
DL_mean,-14.69918341,GID7398462
DL_mean,-14.29108984,GID7398463
DL_mean,-3.934564333,GID7398471
DL_mean,-23.64252454,GID7398485
DL_mean,-13.68466575,GID7398529
DL_mean,-22.97219811,GID7398640
DL_mean,-12.05872963,GID7398685
DL_mean,-40.67137187,GID7398700
DL_mean,-20.7496778,GID7398701
DL_mean,-5.82682415,GID7398758
DL_mean,-6.688794955,GID7398813
DL_mean,-4.658442965,GID7398846
DL_mean,-12.6985128,GID7398872
DL_mean,-4.676509249,GID7398884
DL_mean,-17.90436481,GID7398894
DL_mean,-12.74578244,GID7398895
DL_mean,-6.545994566,GID7398903
DL_mean,-6.243832556,GID7398909
DL_mean,-27.03814439,GID7398915
DL_mean,-0.376841964,GID7398920
DL_mean,-7.893515033,GID7398925
DL_mean,-8.028030382,GID7398926
DL_mean,-12.43331358,GID7398929
DL_mean,-3.499023509,GID7398953
DL_mean,-10.02347175,GID7398957
DL_mean,-4.669250539,GID7398976
DL_mean,-7.709489909,GID7399011
DL_mean,-12.0970119,GID7399013
DL_mean,-13.40044458,GID7399014
DL_mean,-10.78712647,GID7399072
DL_mean,-26.17174616,GID7399118
DL_mean,-9.716608852,GID7399121
DL_mean,-1.261034895,GID7399179
DL_mean,8.95E-05,GID7399180
DL_mean,-4.762870926,GID7399181
DL_mean,-7.157826786,GID7399267
DL_mean,-15.57793646,GID7399277
DL_mean,-8.800021779,GID7399289
DL_mean,-10.71070682,GID7399290
DL_mean,-8.534280801,GID7399321
DL_mean,-15.66440452,GID7399345
DL_mean,-16.60437172,GID7399399
DL_mean,-3.929330371,GID7399403
DL_mean,-3.122629041,GID7399413
DL_mean,-8.627908633,GID7399442
DL_mean,-3.859703677,GID7399445
DL_mean,-15.81443532,GID7399457
DL_mean,-29.39897693,GID7399469
DL_mean,-9.917398099,GID7399471
DL_mean,-28.75065276,GID7399473
DL_mean,-26.5257516,GID7399478
DL_mean,-29.34231592,GID7399485
DL_mean,-12.7271866,GID7399491
DL_mean,-9.736118158,GID7399496
DL_mean,-6.424447017,GID7399497
DL_mean,-19.17138505,GID7399499
DL_mean,-10.66378933,GID7399537
DL_mean,-11.03371739,GID7399539
DL_mean,-12.47878625,GID7399541
DL_mean,-19.92241017,GID7399545
DL_mean,-6.628133941,GID7399548
DL_mean,-6.144207479,GID7399578
DL_mean,3.27814077,GID7399583
DL_mean,-9.262987108,GID7399601
DL_mean,-5.722864467,GID7399607
DL_mean,-5.040140265,GID7399609
DL_mean,-29.14044527,GID7399610
DL_mean,-5.688749791,GID7399612
DL_mean,-25.69585426,GID7399613
DL_mean,-6.900323144,GID7399615
DL_mean,-9.190673276,GID7399616
DL_mean,-15.11908391,GID7399619
DL_mean,-13.79874253,GID7399621
DL_mean,-19.81908378,GID7399623
DL_mean,-9.153087978,GID7399627
DL_mean,-9.596624351,GID7399631
DL_mean,-6.937348367,GID7399636
DL_mean,-16.40381111,GID7399637
DL_mean,-15.14395254,GID7399638
DL_mean,-18.04469932,GID7399639
DL_mean,-17.79707387,GID7399640
DL_mean,-12.50947851,GID7399641
DL_mean,-27.88577611,GID7399643
DL_mean,-19.11491679,GID7399644
DL_mean,-31.61330265,GID7399645
DL_mean,-40.67222515,GID7399651
DL_mean,-27.93896313,GID7399653
DL_mean,-25.33207544,GID7399712
DL_mean,-3.739939309,GID7399739
DL_mean,-1.868715537,GID7399789
DL_mean,-9.290685515,GID7399816
DL_mean,-10.50467461,GID7399819
DL_mean,-8.191165853,GID7399821
DL_mean,-3.871856557,GID7399823
DL_mean,-10.52951379,GID7399829
DL_mean,-36.6710781,GID7399830
DL_mean,-15.10744284,GID7399832
DL_mean,-13.43378708,GID7399834
DL_mean,-12.50392757,GID7399841
DL_mean,-14.36157354,GID7399875
DL_mean,-32.17317222,GID7399878
DL_mean,-15.77577214,GID7399900
DL_mean,-23.43411406,GID7399902
DL_mean,-19.63861429,GID7399908
DL_mean,-8.787710648,GID7399946
DL_mean,-17.43424507,GID7399947
DL_mean,-0.471596956,GID7399950
DL_mean,-22.65381292,GID7399956
DL_mean,-24.23257869,GID7399966
DL_mean,-49.5922865,GID7400062
DL_mean,-14.01533411,GID7400069
DL_mean,-20.38257703,GID7400073
DL_mean,-40.09812196,GID7400087
DL_mean,-28.02412661,GID7400088
DL_mean,-27.3927133,GID7400090
DL_mean,-17.54578917,GID7400091
DL_mean,-20.30567767,GID7400168
DL_mean,-13.39479862,GID7400194
DL_mean,-26.54246788,GID7400204
DL_mean,-7.988810966,GID7400209
DL_mean,-9.229892752,GID7400224
DL_mean,-11.20605908,GID7400239
DL_mean,-13.44301178,GID7400251
DL_mean,-6.17034023,GID7400265
DL_mean,-13.47452565,GID7400267
DL_mean,-10.83885066,GID7400276
DL_mean,-9.799803205,GID7400278
DL_mean,-11.04193672,GID7400279
DL_mean,-8.521248221,GID7400281
DL_mean,-7.843301143,GID7400282
DL_mean,-7.236078921,GID7400293
DL_mean,-2.414364294,GID7400294
DL_mean,0.366479797,GID7400298
DL_mean,-2.632126141,GID7400299
DL_mean,-9.743411531,GID7400301
DL_mean,-15.94411305,GID7400305
DL_mean,-8.785249203,GID7400306
DL_mean,-12.89641054,GID7400308
DL_mean,-14.12135536,GID7400311
DL_mean,-11.99393631,GID7400313
DL_mean,-12.21077464,GID7400315
DL_mean,-9.524222921,GID7400316
DL_mean,-9.83653671,GID7400318
DL_mean,-11.96727615,GID7400331
DL_mean,-13.16543879,GID7400383
DL_mean,-10.46738122,GID7400437
DL_mean,-8.259824138,GID7400441
DL_mean,-15.09940986,GID7400442
DL_mean,-9.952864531,GID7400443
DL_mean,-6.765356439,GID7400446
DL_mean,-7.020955343,GID7400448
DL_mean,-5.091558212,GID7400453
DL_mean,-11.62284589,GID7400456
DL_mean,-8.47364918,GID7400457
DL_mean,-12.15625597,GID7400458
DL_mean,-21.92281912,GID7400459
DL_mean,-7.850707757,GID7400460
DL_mean,-14.62434755,GID7400466
DL_mean,-27.91042093,GID7400467
DL_mean,-13.11113331,GID7400471
DL_mean,-11.08710495,GID7400478
DL_mean,-6.016855785,GID7400482
DL_mean,-9.796852035,GID7400488
DL_mean,-17.31789837,GID7400490
DL_mean,-10.186036,GID7400491
DL_mean,-8.942910332,GID7400511
DL_mean,1.551241591,GID7400537
DL_mean,-35.0744403,GID7400551
DL_mean,-4.763259534,GID7400571
DL_mean,-16.25622361,GID7400579
DL_mean,-8.413613275,GID7400582
DL_mean,2.226819795,GID7400583
DL_mean,2.62390459,GID7400585
DL_mean,-21.36346432,GID7400595
DL_mean,0.152461462,GID7400597
DL_mean,-0.550355317,GID7400598
DL_mean,-3.865301111,GID7400602
DL_mean,-4.294403844,GID7400624
DL_mean,-0.050654404,GID7400639
DL_mean,-3.197815563,GID7400641
DL_mean,-5.271796897,GID7400644
DL_mean,0.091029384,GID7400646
DL_mean,-24.28890557,GID7400649
DL_mean,-7.235816741,GID7400651
DL_mean,-4.013639548,GID7400656
DL_mean,-3.809159333,GID7400670
DL_mean,-11.25943973,GID7400676
DL_mean,-2.88680351,GID7400679
DL_mean,-15.50182119,GID7400696
DL_mean,-1.074929292,GID7400699
DL_mean,-0.55863843,GID7400700
DL_mean,-0.255620945,GID7400701
DL_mean,3.489976481,GID7400702
DL_mean,-2.477879569,GID7400704
DL_mean,9.634478326,GID7400717
DL_mean,6.559296361,GID7400724
DL_mean,2.490676524,GID7400729
DL_mean,-5.519483852,GID7400738
DL_mean,-6.137231157,GID7400741
DL_mean,-4.110761837,GID7400743
DL_mean,-24.18962408,GID7400746
DL_mean,-22.87602108,GID7400747
DL_mean,-18.18309167,GID7400748
DL_mean,-27.31562363,GID7400749
DL_mean,-14.50845452,GID7400751
DL_mean,4.229787,GID7400752
DL_mean,-16.28955374,GID7400754
DL_mean,-7.657933511,GID7400757
DL_mean,1.95644736,GID7400758
DL_mean,-6.528441518,GID7400769
DL_mean,-0.549504492,GID7400770
DL_mean,0.100662807,GID7400771
DL_mean,-5.696693551,GID7400772
DL_mean,-3.923280923,GID7400794
DL_mean,-10.20299677,GID7400816
DL_mean,-8.675677456,GID7400819
DL_mean,-9.649934874,GID7400872
DL_mean,-22.09726748,GID7402206
DL_mean,-23.79303014,GID7402209
DL_mean,-16.61730074,GID7402211
DL_mean,-19.01266643,GID7402225
DL_mean,-5.46914495,GID7402229
DL_mixLI,-5.385847249,GID304660
DL_mixLI,-13.09023147,GID3872194
DL_mixLI,-20.6607601,GID4754390
DL_mixLI,-40.67331071,GID4755014
DL_mixLI,-42.57245154,GID5398434
DL_mixLI,-25.87400245,GID5398530
DL_mixLI,-16.96778684,GID6175067
DL_mixLI,-24.85139774,GID6332122
DL_mixLI,-28.52197036,GID6333158
DL_mixLI,-6.507206627,GID6341870
DL_mixLI,-25.0005376,GID6415882
DL_mixLI,-17.69104846,GID7045243
DL_mixLI,-1.940232737,GID7046099
DL_mixLI,3.484650265,GID7046102
DL_mixLI,-13.44366626,GID7046872
DL_mixLI,-28.81601141,GID7047125
DL_mixLI,-7.758412136,GID7047155
DL_mixLI,-2.24894431,GID7047177
DL_mixLI,-0.435349735,GID7171172
DL_mixLI,-7.466098208,GID7173521
DL_mixLI,-37.56042574,GID7173803
DL_mixLI,-8.158352552,GID7173851
DL_mixLI,-6.758412136,GID7174031
DL_mixLI,-2.606030823,GID7174115
DL_mixLI,-6.838884163,GID7174116
DL_mixLI,-15.92745154,GID7174267
DL_mixLI,-9.928948781,GID7174312
DL_mixLI,-5.397475747,GID7174319
DL_mixLI,-35.30170097,GID7174330
DL_mixLI,-39.85773131,GID7174332
DL_mixLI,-35.20158397,GID7174396
DL_mixLI,-16.69491057,GID7174418
DL_mixLI,-37.37479841,GID7174421
DL_mixLI,-17.49332422,GID7174520
DL_mixLI,-4.637783367,GID7174523
DL_mixLI,-11.35303893,GID7174524
DL_mixLI,-15.02521819,GID7174530
DL_mixLI,-24.57411702,GID7174534
DL_mixLI,-19.06137136,GID7174537
DL_mixLI,-17.41886433,GID7174540
DL_mixLI,-31.11168507,GID7174702
DL_mixLI,-7.062838862,GID7175837
DL_mixLI,-1.50788685,GID7176353
DL_mixLI,-9.06288685,GID7176616
DL_mixLI,-25.78989581,GID7176626
DL_mixLI,-2.377296531,GID7176751
DL_mixLI,-5.427624849,GID7176774
DL_mixLI,-3.861192223,GID7177031
DL_mixLI,7.237660441,GID7177041
DL_mixLI,-27.10618166,GID7177105
DL_mixLI,-19.56609445,GID7177375
DL_mixLI,-28.84610053,GID7177376
DL_mixLI,-26.36469096,GID7177390
DL_mixLI,-10.82969096,GID7177433
DL_mixLI,-3.546660801,GID7177664
DL_mixLI,-9.129153764,GID7177666
DL_mixLI,-5.964406456,GID7177669
DL_mixLI,-12.76440646,GID7177673
DL_mixLI,-33.26813347,GID7177875
DL_mixLI,-47.64313955,GID7177969
DL_mixLI,-15.38802332,GID7178454
DL_mixLI,-13.03421911,GID7178457
DL_mixLI,-0.190622594,GID7178542
DL_mixLI,-9.407025853,GID7178769
DL_mixLI,-8.102259796,GID7213309
DL_mixLI,-12.37267669,GID7310203
DL_mixLI,-2.340850381,GID7310216
DL_mixLI,-4.905246652,GID7310251
DL_mixLI,-10.32090564,GID7310279
DL_mixLI,-6.448411906,GID7310280
DL_mixLI,-22.33467164,GID7310282
DL_mixLI,-11.13927132,GID7310284
DL_mixLI,-11.41701147,GID7310290
DL_mixLI,-14.48427132,GID7310307
DL_mixLI,-6.28901506,GID7310407
DL_mixLI,-5.287325564,GID7310414
DL_mixLI,-8.969648141,GID7310415
DL_mixLI,-11.3642456,GID7310423
DL_mixLI,-0.90965641,GID7310428
DL_mixLI,-6.230474074,GID7310430
DL_mixLI,-14.35055226,GID7310511
DL_mixLI,-5.86295514,GID7310601
DL_mixLI,-4.925552256,GID7310606
DL_mixLI,-2.096662986,GID7310617
DL_mixLI,-7.618944815,GID7310628
DL_mixLI,-4.714015688,GID7310629
DL_mixLI,-9.889269974,GID7310635
DL_mixLI,-4.750038452,GID7310700
DL_mixLI,-6.221354124,GID7310704
DL_mixLI,-7.17804362,GID7310720
DL_mixLI,-4.915499898,GID7310723
DL_mixLI,-4.829057561,GID7310770
DL_mixLI,-8.438170194,GID7310771
DL_mixLI,-13.80737273,GID7310775
DL_mixLI,-10.70555162,GID7310785
DL_mixLI,-9.132177605,GID7310788
DL_mixLI,-3.074484225,GID7310789
DL_mixLI,-5.983010389,GID7310794
DL_mixLI,-9.443864615,GID7310795
DL_mixLI,-8.633791115,GID7310797
DL_mixLI,-5.537018551,GID7310799
DL_mixLI,-13.97925256,GID7310804
DL_mixLI,-8.104615667,GID7310807
DL_mixLI,-13.79824703,GID7310835
DL_mixLI,-5.244636238,GID7310862
DL_mixLI,-13.04963624,GID7310893
DL_mixLI,-10.72079718,GID7310894
DL_mixLI,-9.942067577,GID7310902
DL_mixLI,-8.098346728,GID7310905
DL_mixLI,-11.7093603,GID7310906
DL_mixLI,-20.19751079,GID7310918
DL_mixLI,-17.54786423,GID7310946
DL_mixLI,-15.88437301,GID7310981
DL_mixLI,-16.41551453,GID7311017
DL_mixLI,-22.71970231,GID7311040
DL_mixLI,-31.74970231,GID7311059
DL_mixLI,-8.144489696,GID7311077
DL_mixLI,-27.42996992,GID7311105
DL_mixLI,-13.32032278,GID7311132
DL_mixLI,-28.37675744,GID7311134
DL_mixLI,-12.51777854,GID7311152
DL_mixLI,-6.161978026,GID7311160
DL_mixLI,-6.566978026,GID7311174
DL_mixLI,-9.297531684,GID7311249
DL_mixLI,-13.6492633,GID7311300
DL_mixLI,-1.652060935,GID7311326
DL_mixLI,-5.533399196,GID7311365
DL_mixLI,-26.07018317,GID7311467
DL_mixLI,-4.718669134,GID7311478
DL_mixLI,-30.17368079,GID7311520
DL_mixLI,-17.79260501,GID7311544
DL_mixLI,-21.95233934,GID7311551
DL_mixLI,-17.83233934,GID7311555
DL_mixLI,-27.39045684,GID7311566
DL_mixLI,-36.35037247,GID7311612
DL_mixLI,-18.44583987,GID7311762
DL_mixLI,-12.91688553,GID7311884
DL_mixLI,-13.18608826,GID7311894
DL_mixLI,-11.58066981,GID7311895
DL_mixLI,-13.09213491,GID7311967
DL_mixLI,-26.6704193,GID7312045
DL_mixLI,-20.1502504,GID7312063
DL_mixLI,-18.42835019,GID7312066
DL_mixLI,-10.70267179,GID7312069
DL_mixLI,-11.10264197,GID7312071
DL_mixLI,-13.09266085,GID7312074
DL_mixLI,-12.60139097,GID7312081
DL_mixLI,-33.91977102,GID7312084
DL_mixLI,-5.668296787,GID7312085
DL_mixLI,-22.29348743,GID7312092
DL_mixLI,-11.28111121,GID7312215
DL_mixLI,-11.82084292,GID7312223
DL_mixLI,-21.06917187,GID7312242
DL_mixLI,-29.92946783,GID7312262
DL_mixLI,-4.010541392,GID7312313
DL_mixLI,-16.61732804,GID7312360
DL_mixLI,-36.32800631,GID7312378
DL_mixLI,-22.87320293,GID7312386
DL_mixLI,-17.69170257,GID7312398
DL_mixLI,-15.79844827,GID7312429
DL_mixLI,-11.53522443,GID7312454
DL_mixLI,-26.30520463,GID7312470
DL_mixLI,-12.5235735,GID7312485
DL_mixLI,-11.60803247,GID7312523
DL_mixLI,-30.56899961,GID7312527
DL_mixLI,-9.326059325,GID7312620
DL_mixLI,0.47261477,GID7312655
DL_mixLI,-17.5372309,GID7312670
DL_mixLI,1.537653512,GID7312673
DL_mixLI,-6.028997676,GID7312736
DL_mixLI,-8.455116658,GID7312934
DL_mixLI,-2.149830652,GID7312955
DL_mixLI,-5.597059554,GID7313022
DL_mixLI,-12.67882065,GID7313023
DL_mixLI,-16.75119644,GID7313027
DL_mixLI,-10.20488443,GID7313028
DL_mixLI,-4.319733278,GID7313031
DL_mixLI,-7.004884433,GID7313040
DL_mixLI,-1.572849606,GID7313048
DL_mixLI,-21.66576697,GID7313112
DL_mixLI,-4.58132801,GID7313172
DL_mixLI,-2.371303107,GID7313312
DL_mixLI,-11.3671691,GID7313318
DL_mixLI,-2.1573943,GID7313327
DL_mixLI,3.489213812,GID7313358
DL_mixLI,-35.31087387,GID7313392
DL_mixLI,-26.52866822,GID7313395
DL_mixLI,-40.43716348,GID7313406
DL_mixLI,-3.521773821,GID7313459
DL_mixLI,-4.080260877,GID7313462
DL_mixLI,-6.713619395,GID7313608
DL_mixLI,-5.192359691,GID7313663
DL_mixLI,-4.761131164,GID7313678
DL_mixLI,-5.70603015,GID7313682
DL_mixLI,-9.609172911,GID7313697
DL_mixLI,-10.3384008,GID7313708
DL_mixLI,-7.035572662,GID7313724
DL_mixLI,-15.13050167,GID7313754
DL_mixLI,-5.809907867,GID7313767
DL_mixLI,-3.85126289,GID7313770
DL_mixLI,5.361473242,GID7313804
DL_mixLI,-0.974432142,GID7313806
DL_mixLI,-6.539380082,GID7313811
DL_mixLI,-5.548509956,GID7314091
DL_mixLI,-3.592137473,GID7395684
DL_mixLI,-11.26153357,GID7395694
DL_mixLI,-5.121533568,GID7395818
DL_mixLI,-10.11041684,GID7395822
DL_mixLI,-0.885202938,GID7395864
DL_mixLI,-13.67673018,GID7395899
DL_mixLI,-16.8735885,GID7395907
DL_mixLI,-5.26798991,GID7395915
DL_mixLI,-7.469223911,GID7395926
DL_mixLI,-5.632060603,GID7395953
DL_mixLI,-6.49222989,GID7395966
DL_mixLI,0.065031535,GID7395971
DL_mixLI,-6.214968465,GID7395976
DL_mixLI,0.355937205,GID7396029
DL_mixLI,-6.283136627,GID7396039
DL_mixLI,-9.453136627,GID7396072
DL_mixLI,-6.181940713,GID7396083
DL_mixLI,-25.08177143,GID7396102
DL_mixLI,-23.30024665,GID7396103
DL_mixLI,-6.296305297,GID7396104
DL_mixLI,0.689301849,GID7396125
DL_mixLI,-6.684687023,GID7396133
DL_mixLI,-6.704604832,GID7396135
DL_mixLI,-17.23579134,GID7396136
DL_mixLI,-10.4691769,GID7396139
DL_mixLI,-14.02255089,GID7396142
DL_mixLI,-8.757857443,GID7396143
DL_mixLI,1.954784057,GID7396151
DL_mixLI,-2.545676003,GID7396153
DL_mixLI,1.288725411,GID7396155
DL_mixLI,-8.467628686,GID7396161
DL_mixLI,-6.846152938,GID7396171
DL_mixLI,-7.202131964,GID7396172
DL_mixLI,-6.704592068,GID7396173
DL_mixLI,-22.50991894,GID7396174
DL_mixLI,-12.72459207,GID7396176
DL_mixLI,-33.28524103,GID7396184
DL_mixLI,-23.39795479,GID7396194
DL_mixLI,-15.1361672,GID7396207
DL_mixLI,-7.934214517,GID7396208
DL_mixLI,-33.26672851,GID7396209
DL_mixLI,-1.488253283,GID7396227
DL_mixLI,3.245858749,GID7396228
DL_mixLI,-38.85551313,GID7396235
DL_mixLI,-20.15116115,GID7396236
DL_mixLI,-9.592286213,GID7396237
DL_mixLI,-11.21728621,GID7396244
DL_mixLI,-10.60356023,GID7396248
DL_mixLI,-6.271157343,GID7396257
DL_mixLI,-7.248422043,GID7396327
DL_mixLI,-4.667945175,GID7396355
DL_mixLI,-8.695474074,GID7396461
DL_mixLI,-7.474747475,GID7396477
DL_mixLI,-10.1827041,GID7396482
DL_mixLI,-9.545492201,GID7396535
DL_mixLI,-10.8654922,GID7396538
